challenge_ID,programming_language,challenge_series_ID,total_submissions,publish_date,author_ID,author_gender,author_org_ID,category_id
CI27809,1,SI2699,348,03-12-2004,AI566371,M,AOI100201,70
CI27810,1,SI2699,492,06-12-2004,AI566371,M,AOI100201,70
CI27811,1,SI2699,156,08-12-2004,AI566371,M,AOI100201,70
CI27812,3,SI2743,18,16-10-2008,AI566372,,,192
CI27813,3,SI2743,18,16-10-2008,AI566373,,,187
CI27814,3,SI2743,18,14-10-2008,AI566374,,,192
CI27815,3,SI2743,42,13-10-2008,AI566375,,,192
CI27816,1,SI2709,1408,04-04-2007,AI566376,,,199
CI27817,1,SI2744,46,10-12-2008,AI564265,F,AOI100411,
CI27818,1,SI2708,297,03-10-2008,AI566377,F,AOI100584,97
CI27819,1,SI2708,250,03-10-2008,AI566378,F,AOI101397,97
CI27820,1,SI2708,39,03-10-2008,AI566379,M,AOI101398,97
CI27821,1,SI2708,47,03-10-2008,AI564265,F,AOI100411,97
CI27822,3,SI2745,37,08-05-2008,AI566326,M,AOI101353,192
CI27823,3,SI2745,54,12-06-2008,AI566380,,,192
CI27824,3,SI2745,22,15-05-2008,AI566381,M,AOI101399,192
CI27825,2,SI2742,53,31-01-2009,AI564275,M,AOI100013,
CI27826,1,SI2746,66,11-06-2008,AI566382,,,200
CI27827,1,SI2746,81,11-06-2008,AI566383,,,200
CI27828,1,SI2746,42,11-06-2008,AI566384,,,200
CI27829,1,SI2746,32,11-06-2008,AI566385,,,200
CI27830,2,SI2742,130,30-01-2009,AI565634,M,AOI101154,
CI27831,2,SI2742,283,30-01-2009,AI565634,M,AOI101154,
CI27832,2,SI2742,50,30-01-2009,AI564275,M,AOI100013,
CI27833,1,SI2706,42,26-02-2008,AI566386,F,AOI101400,
CI27834,3,SI2747,65,04-12-2008,AI566387,F,AOI101401,23
CI27835,1,SI2747,88,04-12-2008,AI566388,M,AOI101402,23
CI27836,3,SI2747,15,04-12-2008,AI566389,F,AOI101403,23
CI27837,1,SI2747,67,04-12-2008,AI566390,M,AOI101404,202
CI27838,1,SI2747,222,04-12-2008,AI566391,F,AOI101405,202
CI27839,1,SI2747,112,04-12-2008,AI566392,M,AOI100869,23
CI27840,1,SI2747,45,04-12-2008,AI566393,M,AOI101406,202
CI27841,1,SI2747,104,04-12-2008,AI566394,F,AOI101407,23
CI27842,1,SI2747,25,04-12-2008,AI566392,M,AOI100869,23
CI27843,1,SI2747,71,04-12-2008,AI566395,M,AOI100533,23
CI27844,1,SI2747,44,05-12-2008,AI566396,M,AOI101408,23
CI27845,1,SI2747,61,05-12-2008,AI566397,M,AOI101409,23
CI27846,3,SI2747,10,05-12-2008,AI566398,M,AOI101410,23
CI27847,1,SI2747,22,05-12-2008,AI566399,M,AOI101411,23
CI27848,1,SI2747,31,05-12-2008,AI566400,M,AOI101412,23
CI27849,1,SI2727,58,24-09-2008,AI565185,M,AOI100922,166
CI27850,1,SI2727,39,09-12-2008,AI565185,M,AOI100922,27
CI27851,2,SI2604,110,01-12-2008,AI566401,M,,22
CI27852,2,SI2604,178,08-12-2008,AI566402,M,,22
CI27853,2,SI2717,24,24-11-2008,AI564517,M,AOI100546,23
CI27854,2,SI2717,143,24-11-2008,AI566178,M,AOI101355,23
CI27855,1,SI2747,35,05-12-2008,AI566403,M,AOI101413,23
CI27856,1,SI2747,36,05-12-2008,AI566404,M,AOI101414,23
CI27857,1,SI2747,26,05-12-2008,AI566405,M,AOI101415,23
CI27858,3,SI2747,133,05-12-2008,AI566406,F,AOI101416,23
CI27859,1,SI2747,57,05-12-2008,AI566400,M,AOI101412,23
CI27860,3,SI2747,16,05-12-2008,AI566407,M,AOI101401,202
CI27861,1,SI2747,85,05-12-2008,AI566408,M,AOI101417,202
CI27862,1,SI2747,7,04-12-2008,AI566393,M,AOI101406,23
CI27863,1,SI2747,228,04-12-2008,AI566409,M,AOI101418,23
CI27864,1,SI2747,63,04-12-2008,AI566410,M,AOI101419,23
CI27865,1,SI2747,44,04-12-2008,AI566411,F,AOI101420,23
CI27866,1,SI2747,30,04-12-2008,AI566412,F,AOI101421,23
CI27867,1,SI2747,16,04-12-2008,,,,23
CI27868,1,SI2750,176,06-02-2009,AI566413,M,AOI101422,165
CI27869,1,SI2750,53,06-02-2009,AI566414,M,AOI101423,165
CI27870,2,SI2750,85,06-02-2009,AI566415,F,AOI100026,165
CI27871,2,SI2750,124,06-02-2009,AI566416,F,AOI101424,165
CI27872,2,SI2750,108,06-02-2009,AI566417,F,AOI101425,165
CI27873,2,SI2750,257,06-02-2009,AI566418,M,AOI100001,165
CI27874,2,SI2750,210,06-02-2009,AI564515,M,AOI100505,165
CI27875,2,SI2750,33,06-02-2009,AI564917,M,AOI100014,165
CI27876,2,SI2750,55,06-02-2009,AI566418,M,AOI100001,165
CI27900,1,SI2696,972,03-09-2003,AI566419,M,AOI100201,224
CI27901,1,SI2696,253,08-09-2003,AI566419,M,AOI100201,224
CI27902,1,SI2696,134,10-09-2003,AI566419,M,AOI100201,224
CI27903,2,SI2447,286,04-02-2009,AI563576,M,AOI100001,96
CI27904,1,SI2696,256,15-09-2003,AI566419,M,AOI100201,224
CI27905,1,SI2696,138,17-09-2003,AI566419,M,AOI100201,224
CI27906,1,SI2696,110,24-09-2003,AI566419,M,AOI100201,224
CI27907,1,SI2696,56,29-09-2003,AI566419,M,AOI100201,224
CI27908,1,SI2696,486,01-10-2003,AI566419,M,AOI100201,224
CI27909,1,SI2696,248,08-10-2003,AI566419,M,AOI100201,224
CI27910,1,SI2696,100,15-10-2003,AI566419,M,AOI100201,224
CI27911,1,SI2696,168,20-10-2003,AI566419,M,AOI100201,224
CI27912,1,SI2696,618,22-10-2003,AI566419,M,AOI100201,224
CI27913,1,SI2696,266,27-10-2003,AI566419,M,AOI100201,224
CI27914,1,SI2696,291,29-10-2003,AI566419,M,AOI100201,224
CI27915,1,SI2740,408,26-01-2009,AI563965,M,AOI100112,61
CI27916,1,SI2740,339,27-01-2009,AI564580,M,AOI100210,37
CI27917,1,SI2740,201,28-01-2009,AI563723,M,AOI100107,29
CI27918,1,SI2740,299,28-01-2009,AI566420,M,AOI100210,29
CI27919,1,SI2740,582,29-01-2009,AI566421,M,AOI101426,29
CI27920,1,SI2740,2053,30-01-2009,AI566422,M,AOI100086,225
CI27921,1,SI2740,1250,02-02-2009,AI566423,M,AOI100086,81
CI27922,1,SI2740,588,03-02-2009,AI564649,M,AOI100281,41
CI27923,1,SI2740,453,04-02-2009,AI566424,M,AOI100306,127
CI27924,1,SI2740,911,06-02-2009,AI565402,M,AOI101023,48
CI27925,1,SI2696,61,03-11-2003,AI566419,M,AOI100201,224
CI27926,1,SI2740,670,26-01-2009,AI566425,M,AOI100086,225
CI27927,1,SI2740,1309,26-01-2009,AI566426,M,AOI101427,35
CI27928,1,SI2740,1358,28-01-2009,AI566427,M,AOI100086,225
CI27929,1,SI2696,43,05-11-2003,AI566419,M,AOI100201,224
CI27930,1,SI2740,209,28-01-2009,AI566428,M,AOI100086,225
CI27931,1,SI2740,170,29-01-2009,AI566429,M,AOI100210,225
CI27932,1,SI2740,412,30-01-2009,AI563781,M,AOI100147,45
CI27933,1,SI2740,572,02-02-2009,AI566430,F,AOI101428,225
CI27934,1,SI2740,197,02-02-2009,AI566431,M,AOI100080,225
CI27935,1,SI2696,56,19-11-2003,AI566419,M,AOI100201,224
CI27936,1,SI2696,88,24-11-2003,AI566419,M,AOI100201,224
CI27937,1,SI2696,620,26-11-2003,AI566419,M,AOI100201,224
CI27938,1,SI2696,487,01-12-2003,AI566419,M,AOI100201,224
CI27939,1,SI2696,78,03-12-2003,AI566419,M,AOI100201,224
CI27940,1,SI2696,137,08-12-2003,AI566419,M,AOI100201,224
CI27941,1,SI2696,159,10-12-2003,AI566419,M,AOI100201,224
CI27942,1,SI2725,64,04-12-2008,AI566432,M,AOI101429,151
CI27943,1,SI2725,155,04-12-2008,AI566433,M,AOI100250,151
CI27944,1,SI2725,101,04-12-2008,AI566434,M,AOI100110,151
CI27945,1,SI2725,127,04-12-2008,AI566435,M,AOI101430,151
CI27946,1,SI2725,78,04-12-2008,AI566436,F,AOI101429,151
CI27947,1,SI2725,119,04-12-2008,AI566437,M,AOI101431,151
CI27948,1,SI2725,58,05-12-2008,AI566438,M,AOI101429,151
CI27949,1,SI2725,81,05-12-2008,AI566439,F,AOI101432,151
CI27950,1,SI2725,36,05-12-2008,AI566432,M,AOI101429,151
CI27951,1,SI2725,72,05-12-2008,AI566440,M,AOI101433,151
CI27952,1,SI2725,94,06-12-2008,AI566441,F,AOI101434,151
CI27953,1,SI2725,101,06-12-2008,AI566442,F,AOI101433,151
CI27954,1,SI2725,73,06-12-2008,AI566443,F,AOI101429,151
CI27955,1,SI2725,234,06-12-2008,AI566444,F,AOI101435,151
CI27956,1,SI2725,552,06-12-2008,AI566445,M,AOI101436,98
CI27957,1,SI2751,741,03-03-2008,AI566446,M,AOI100201,69
CI27958,1,SI2751,327,10-03-2008,AI566446,M,AOI100201,69
CI27959,1,SI2751,263,17-03-2008,AI566447,M,AOI100201,69
CI27960,1,SI2751,418,24-03-2008,AI566446,M,AOI100201,69
CI27961,1,SI2751,124,31-03-2008,AI566446,M,AOI100201,69
CI27962,1,SI2751,460,07-04-2008,AI566448,M,AOI100201,69
CI27963,1,SI2751,115,14-04-2008,AI566448,M,AOI100201,69
CI27964,1,SI2751,146,21-04-2008,AI566448,M,AOI100201,69
CI27965,1,SI2751,333,28-04-2008,AI566448,M,AOI100201,69
CI27966,1,SI2751,187,28-04-2008,AI566448,M,AOI100201,69
CI27967,1,SI2751,60,28-04-2008,AI566448,M,AOI100201,69
CI27968,1,SI2751,43,28-04-2008,AI566448,M,AOI100201,69
CI27969,1,SI2751,281,28-04-2008,AI566448,M,AOI100201,69
CI27970,1,SI2751,65,28-04-2008,AI566446,M,AOI100201,69
CI27971,1,SI2751,100,28-04-2008,AI566446,M,AOI100201,69
CI27972,1,SI2751,55,28-04-2008,AI566446,M,AOI100201,69
CI27973,1,SI2751,63,28-04-2008,AI566446,M,AOI100201,69
CI27974,1,SI2751,62,28-04-2008,AI566448,M,AOI100201,69
CI27975,1,SI2751,358,28-04-2008,AI566446,M,AOI100201,69
CI27976,1,SI2751,61,28-04-2008,AI566446,M,AOI100201,69
CI27977,1,SI2751,54,28-04-2008,AI566448,M,AOI100201,69
CI27978,1,SI2751,90,28-04-2008,AI566448,M,AOI100201,69
CI27979,1,SI2751,76,28-04-2008,AI566446,M,AOI100201,69
CI27980,1,SI2751,378,28-04-2008,AI566448,M,AOI100201,69
CI27981,1,SI2751,133,28-04-2008,AI566448,M,AOI100201,69
CI27982,1,SI2751,85,28-04-2008,AI566446,M,AOI100201,69
CI27983,1,SI2751,118,28-04-2008,AI566448,M,AOI100201,69
CI27984,1,SI2751,19,28-04-2008,AI566448,M,AOI100201,69
CI27985,1,SI2751,24,28-04-2008,AI566448,M,AOI100201,69
CI27986,1,SI2751,245,28-04-2008,AI566448,M,AOI100201,69
CI27987,1,SI2751,61,28-04-2008,AI566446,M,AOI100201,69
CI27988,1,SI2751,40,28-04-2008,AI566446,M,AOI100201,69
CI27989,1,SI2751,28,28-04-2008,AI566446,M,AOI100201,69
CI27990,1,SI2751,35,28-04-2008,AI566446,M,AOI100201,69
CI27991,1,SI2751,166,28-04-2008,AI566446,M,AOI100201,69
CI27992,1,SI2751,36,28-04-2008,AI566446,M,AOI100201,69
CI27993,1,SI2749,355,12-02-2009,AI566449,M,AOI100902,190
CI27994,1,SI2749,40,12-02-2009,AI566450,M,AOI100902,
CI27995,1,SI2749,77,12-02-2009,AI566451,F,AOI100308,
CI27996,1,SI2749,72,12-02-2009,AI566452,M,AOI100113,
CI27997,1,SI2749,57,12-02-2009,AI566453,F,AOI100113,
CI27998,1,SI2749,59,12-02-2009,AI565309,M,AOI100986,
CI27999,1,SI2748,54,09-02-2009,AI566454,F,AOI101437,
CI28000,1,SI2748,96,09-02-2009,AI564244,M,AOI100403,
CI28001,1,SI2709,478,21-12-2007,AI566455,,,98
CI28002,1,SI2753,229,01-09-2008,AI566456,M,AOI100063,29
CI28003,1,SI2753,78,01-09-2008,AI564143,M,AOI100339,39
CI28004,1,SI2753,73,02-09-2008,AI566203,M,AOI100433,39
CI28005,1,SI2753,83,02-09-2008,AI566457,M,AOI101438,54
CI28006,1,SI2753,107,03-09-2008,AI566458,M,AOI100339,134
CI28007,1,SI2753,70,04-09-2008,AI566459,M,AOI101439,39
CI28008,1,SI2753,112,04-09-2008,AI566460,M,AOI100174,145
CI28009,1,SI2753,21,04-09-2008,AI566461,M,AOI101440,39
CI28010,1,SI2753,50,04-09-2008,AI566460,M,AOI100174,39
CI28011,1,SI2753,66,05-09-2008,AI566201,F,AOI101369,39
CI28012,1,SI2753,88,05-09-2008,AI565714,M,AOI100068,190
CI28013,2,SI2752,118,01-07-2008,AI564515,M,AOI100505,165
CI28014,2,SI2752,61,01-07-2008,AI566462,F,AOI100026,165
CI28015,2,SI2752,22,02-07-2008,AI566463,F,AOI101441,165
CI28016,2,SI2752,130,03-07-2008,AI566464,M,AOI101442,165
CI28017,2,SI2752,31,03-07-2008,AI566465,M,AOI101443,165
CI28018,2,SI2752,34,04-07-2008,AI566466,F,AOI101444,165
CI28019,2,SI2752,52,08-07-2008,AI566467,F,AOI100026,165
CI28020,2,SI2752,99,09-07-2008,AI564525,F,AOI100550,165
CI28021,2,SI2752,110,10-07-2008,AI566468,M,AOI100550,165
CI28022,2,SI2752,101,11-07-2008,AI566469,F,AOI100253,165
CI28023,2,SI2752,128,11-07-2008,AI566470,F,AOI101445,165
CI28024,2,SI2710,48,10-02-2009,AI565400,M,AOI101022,23
CI28025,2,SI2758,842,18-03-2009,AI566471,F,AOI101376,162
CI28026,1,SI2709,190,03-10-2008,AI565914,M,,151
CI28027,1,SI2698,74,12-11-2008,AI566472,M,AOI101446,70
CI28028,1,SI2756,186,02-03-2009,AI566473,M,AOI101447,150
CI28029,1,SI2756,69,02-03-2009,AI566473,M,AOI101447,150
CI28030,1,SI2756,113,02-03-2009,AI566474,M,AOI101447,150
CI28031,1,SI2756,243,03-03-2009,AI565754,F,AOI100912,150
CI28032,1,SI2756,57,03-03-2009,AI566475,M,,39
CI28033,1,SI2756,66,03-03-2009,AI566123,M,AOI100387,39
CI28034,1,SI2756,116,04-03-2009,AI566476,F,AOI101447,150
CI28035,1,SI2756,74,04-03-2009,AI566476,F,AOI101447,150
CI28036,1,SI2756,30,05-03-2009,AI566477,M,AOI100377,150
CI28037,1,SI2756,54,05-03-2009,AI564209,M,AOI100387,150
CI28038,1,SI2756,65,06-03-2009,AI566478,M,AOI100046,150
CI28039,1,SI2756,61,06-03-2009,AI566479,M,AOI100416,150
CI28040,1,SI2756,43,06-03-2009,AI566480,F,AOI100194,150
CI28041,1,SI2740,428,05-02-2009,AI566481,M,AOI101448,225
CI28042,1,SI2740,902,02-02-2009,AI563788,M,AOI100086,37
CI28043,1,SI2740,363,03-02-2009,AI566482,M,AOI100210,28
CI28044,1,SI2740,697,04-02-2009,AI566483,M,AOI100210,135
CI28045,1,SI2740,426,05-02-2009,AI566484,M,AOI101449,135
CI28046,1,SI2740,440,06-02-2009,AI563781,M,AOI100147,135
CI28047,1,SI2606,165,06-10-2008,AI565527,F,AOI100173,29
CI28048,1,SI2606,222,16-02-2009,AI566485,M,AOI100022,81
CI28049,1,SI2606,77,06-10-2008,AI566486,M,AOI100022,29
CI28050,1,SI2624,112,01-11-2007,AI566251,M,AOI100129,29
CI28051,1,SI2624,115,15-11-2007,AI566487,M,AOI100129,29
CI28052,1,SI2447,65,12-03-2009,AI563918,F,AOI100228,
CI28053,1,SI2446,164,11-03-2009,AI566488,M,AOI101450,192
CI28054,3,SI2757,17,14-02-2008,AI566489,M,AOI101451,192
CI28055,3,SI2757,25,13-02-2008,AI566490,M,AOI100708,192
CI28056,3,SI2757,51,13-02-2008,AI566490,M,AOI100708,192
CI28057,3,SI2757,87,12-02-2008,AI566491,M,AOI101451,192
CI28058,3,SI2757,35,11-02-2008,AI566490,M,AOI100708,192
CI28059,2,SI2758,142,31-03-2009,AI566471,F,AOI101376,162
CI28060,2,,201,23-08-2008,AI566492,M,AOI101452,
CI28061,1,SI2760,78,01-04-2009,AI566493,M,AOI101453,
CI28062,1,SI2760,349,01-04-2009,AI566494,F,AOI101454,
CI28063,1,SI2760,49,01-04-2009,AI566495,M,AOI101455,
CI28064,1,SI2760,134,01-04-2009,AI566496,M,AOI101456,
CI28065,1,SI2760,149,01-04-2009,AI563734,M,AOI100114,32
CI28066,1,SI2760,102,01-04-2009,AI566497,M,AOI100691,46
CI28067,1,SI2760,193,01-04-2009,AI566498,F,AOI100602,
CI28068,1,SI2760,309,01-04-2009,AI566499,F,AOI101456,
CI28069,1,SI2760,46,01-04-2009,AI564945,M,AOI100769,
CI28070,1,SI2760,22,02-04-2009,AI564449,M,AOI100513,
CI28071,1,SI2760,219,02-04-2009,AI564805,M,AOI100691,
CI28072,1,SI2760,106,02-04-2009,AI565460,F,AOI100691,
CI28073,1,SI2760,134,02-04-2009,AI566500,M,AOI100766,
CI28074,1,SI2760,23,02-04-2009,AI566501,M,AOI101457,
CI28078,2,SI2758,226,07-04-2009,AI564510,M,AOI100543,162
CI28079,2,SI2755,41,28-03-2009,AI563576,M,AOI100001,
CI28080,2,SI2755,26,28-03-2009,AI566502,F,AOI101458,
CI28081,2,SI2755,45,28-03-2009,AI563576,M,AOI100001,
CI28082,1,SI2705,50,24-03-2009,AI566094,F,AOI101322,163
CI28083,1,SI2705,26,24-03-2009,AI566066,M,AOI101074,163
CI28084,1,SI2705,16,18-02-2009,AI566066,M,AOI101074,163
CI28086,1,SI2759,1204,17-04-2009,AI565691,M,AOI100032,29
CI28087,1,SI2761,120,01-04-2009,AI566220,M,AOI100092,
CI28088,1,SI2761,229,01-04-2009,AI566503,M,AOI101459,
CI28089,1,SI2761,354,01-04-2009,AI566504,M,AOI101460,
CI28090,1,SI2761,77,01-04-2009,,,,
CI28091,1,SI2761,58,02-04-2009,AI564011,M,AOI100196,
CI28092,1,SI2761,422,02-04-2009,AI563701,M,AOI100094,
CI28093,1,SI2761,133,02-04-2009,AI565727,M,AOI101183,
CI28094,1,SI2761,75,02-04-2009,AI565134,M,AOI100116,
CI28095,1,SI2761,301,02-04-2009,AI564032,F,AOI100164,
CI28096,1,SI2761,177,02-04-2009,AI565213,M,AOI100939,
CI28097,1,SI2761,80,02-04-2009,,,,
CI28098,1,SI2761,58,03-04-2009,AI563825,M,AOI100178,
CI28099,1,SI2761,143,03-04-2009,AI566505,M,AOI101461,
CI28100,1,SI2761,140,03-04-2009,AI566506,M,AOI101188,
CI28101,1,SI2761,42,03-04-2009,AI566507,M,AOI100199,
CI28102,2,SI2440,24,24-03-2009,AI566508,M,AOI100542,
CI28103,1,SI2440,168,26-03-2009,AI566509,M,AOI101462,
CI28104,2,SI2440,7,27-03-2009,AI563586,,AOI100011,
CI28105,2,SI2446,40,10-04-2009,AI566510,M,AOI101463,
CI28106,1,SI2759,439,17-04-2009,AI565691,M,AOI100032,29
CI28107,1,SI2759,435,17-04-2009,AI565691,M,AOI100032,29
CI28108,1,SI2759,276,17-04-2009,AI565691,M,AOI100032,29
CI28109,1,,145,18-03-2009,AI566131,M,AOI101339,
CI28110,2,SI2765,147,08-05-2009,AI565634,M,AOI101154,
CI28111,2,SI2765,33,08-05-2009,AI566511,F,AOI101458,
CI28112,1,SI2759,189,17-04-2009,AI565691,M,AOI100032,29
CI28113,1,SI2759,152,17-04-2009,AI565691,M,AOI100032,29
CI28114,1,SI2709,131,25-03-2008,AI565914,M,,151
CI28115,1,SI2759,192,17-04-2009,AI565691,M,AOI100032,29
CI28116,1,SI2759,378,17-04-2009,AI565691,M,AOI100032,29
CI28117,1,SI2759,437,17-04-2009,AI565691,M,AOI100032,29
CI28118,1,SI2759,181,17-04-2009,AI565691,M,AOI100032,29
CI28119,1,SI2759,980,17-04-2009,AI565691,M,AOI100032,29
CI28120,1,SI2759,213,17-04-2009,AI565691,M,AOI100032,29
CI28121,1,SI2759,217,17-04-2009,AI565691,M,AOI100032,29
CI28122,1,SI2759,520,17-04-2009,AI565691,M,AOI100032,29
CI28123,1,SI2759,233,17-04-2009,AI565691,M,AOI100032,29
CI28124,1,SI2759,130,17-04-2009,AI565691,M,AOI100032,29
CI28125,1,SI2759,70,17-04-2009,AI565691,M,AOI100032,29
CI28126,1,SI2759,59,17-04-2009,AI565691,M,AOI100032,29
CI28127,1,SI2759,157,17-04-2009,AI565691,M,AOI100032,29
CI28128,1,SI2759,112,17-04-2009,AI565691,M,AOI100032,29
CI28129,1,SI2764,67,22-04-2009,AI566512,M,AOI100424,
CI28130,1,SI2764,252,22-04-2009,AI566512,M,AOI100424,
CI28131,1,SI2764,130,23-04-2009,AI566513,M,AOI100174,
CI28132,1,SI2764,95,23-04-2009,AI564240,M,AOI100068,
CI28133,1,SI2764,95,23-04-2009,AI566514,M,AOI100192,
CI28134,1,SI2764,186,23-04-2009,AI564008,M,AOI100072,
CI28135,1,SI2764,63,23-04-2009,AI566515,M,AOI100204,
CI28136,1,SI2764,264,23-04-2009,AI565495,M,AOI101081,
CI28137,1,SI2764,350,23-04-2009,AI564266,M,AOI100412,
CI28138,1,SI2764,31,23-04-2009,AI566516,M,AOI101464,
CI28139,1,SI2764,239,24-04-2009,AI566517,M,AOI101367,
CI28140,1,SI2764,82,24-04-2009,AI566518,M,AOI100204,
CI28141,1,SI2764,119,24-04-2009,AI566519,M,AOI101465,
CI28142,1,SI2764,210,24-04-2009,AI566520,F,AOI100032,
CI28143,1,SI2764,611,24-04-2009,AI564266,M,AOI100412,39
CI28144,1,SI2764,174,24-04-2009,AI564235,M,AOI100401,
CI28145,1,SI2764,191,24-04-2009,AI564963,M,AOI100776,
CI28146,1,SI2764,132,24-04-2009,AI566521,M,AOI100432,
CI28147,1,SI2764,186,24-04-2009,AI566522,F,AOI101466,
CI28148,1,,9,18-09-2008,AI563734,M,AOI100114,
CI28149,2,SI2766,106,31-03-2009,AI566523,M,AOI101445,98
CI28150,1,SI2767,192,13-05-2009,AI566524,M,AOI101467,
CI28151,1,SI2763,225,21-04-2009,AI565714,M,AOI100068,
CI28152,1,SI2763,124,21-04-2009,AI563897,M,AOI100068,
CI28153,1,SI2763,56,21-04-2009,AI565714,M,AOI100068,
CI28154,1,SI2763,67,21-04-2009,AI564274,M,AOI100378,
CI28155,1,SI2763,66,21-04-2009,AI566525,M,AOI101468,
CI28156,1,SI2763,105,21-04-2009,AI566526,M,AOI101469,
CI28157,1,SI2763,53,21-04-2009,AI565748,M,AOI100378,
CI28158,1,SI2763,65,21-04-2009,AI563576,M,AOI100001,
CI28159,1,SI2763,35,21-04-2009,AI565494,M,AOI101080,
CI28160,1,SI2763,32,21-04-2009,AI565713,M,AOI101179,
CI28161,1,SI2763,164,21-04-2009,AI563576,M,AOI100001,
CI28162,1,SI2763,66,21-04-2009,AI564291,M,AOI100429,
CI28163,1,SI2763,38,21-04-2009,AI566527,M,AOI101470,
CI28164,1,SI2763,129,21-04-2009,AI565013,M,AOI100386,
CI28165,1,SI2763,75,21-04-2009,AI566528,M,AOI101471,
CI28166,1,SI2763,9,21-04-2009,AI565714,M,AOI100068,
CI28167,1,SI2762,361,20-04-2009,AI564240,M,AOI100068,48
CI28168,1,SI2784,282,27-05-2009,AI566529,M,AOI101472,
CI28169,1,SI2784,47,27-05-2009,AI566530,M,AOI101472,
CI28170,1,SI2784,107,27-05-2009,AI566531,M,AOI100032,
CI28171,1,SI2784,187,27-05-2009,AI566532,F,AOI101473,
CI28172,1,SI2784,205,27-05-2009,AI566533,M,AOI101474,
CI28173,1,SI2784,148,27-05-2009,AI566534,M,AOI101475,
CI28174,1,SI2784,180,27-05-2009,AI566535,F,AOI100678,
CI28175,1,SI2784,79,27-05-2009,AI564608,M,AOI100594,
CI28176,1,SI2784,190,27-05-2009,AI566536,M,AOI101476,
CI28177,1,SI2784,139,27-05-2009,AI566537,M,AOI101477,
CI28178,1,SI2784,71,27-05-2009,AI566538,M,AOI101478,
CI28179,1,SI2784,34,27-05-2009,AI566539,M,AOI101479,
CI28180,1,SI2784,144,27-05-2009,AI566540,F,AOI101480,
CI28181,1,SI2784,114,27-05-2009,AI566541,M,AOI101481,
CI28182,1,SI2784,377,27-05-2009,AI566542,M,AOI101482,
CI28183,1,SI2784,137,27-05-2009,AI566543,M,AOI100063,
CI28184,1,SI2784,478,27-05-2009,AI566544,M,AOI101232,
CI28185,1,SI2784,249,27-05-2009,AI564600,M,AOI100588,
CI28186,1,SI2784,89,27-05-2009,AI564607,F,AOI100593,
CI28187,1,SI2784,65,27-05-2009,AI566545,F,AOI101481,
CI28188,1,SI2784,53,27-05-2009,AI566546,F,AOI101483,
CI28189,1,SI2784,23,27-05-2009,AI566546,F,AOI101483,
CI28190,1,SI2784,478,27-05-2009,AI566547,M,AOI100212,
CI28191,1,SI2784,59,27-05-2009,AI566548,F,AOI101472,
CI28192,1,SI2784,15,27-05-2009,AI566549,M,AOI101484,
CI28193,1,SI2784,43,27-05-2009,AI566550,M,AOI101485,
CI28194,1,SI2784,255,27-05-2009,AI566551,M,AOI101243,
CI28195,1,SI2784,39,27-05-2009,AI564607,F,AOI100593,
CI28196,1,SI2784,53,27-05-2009,AI563960,M,AOI100256,
CI28197,1,SI2784,354,27-05-2009,AI566552,M,AOI101486,
CI28198,1,SI2784,158,27-05-2009,AI566553,M,AOI100256,
CI28199,1,SI2784,215,27-05-2009,AI564600,M,AOI100588,
CI28200,1,SI2784,666,27-05-2009,AI566554,M,AOI101487,
CI28201,1,SI2769,90,23-05-2009,AI566555,M,AOI100073,
CI28202,1,SI2709,519,27-05-2009,AI565914,M,,151
CI28203,1,SI2709,215,01-06-2009,AI565914,M,,151
CI28204,1,SI2770,57,26-05-2009,AI566156,M,AOI100684,
CI28205,1,SI2770,19,26-05-2009,AI565363,M,AOI100272,
CI28206,2,SI2775,61,25-03-2009,AI563628,F,AOI100011,
CI28207,2,SI2775,61,25-03-2009,AI563608,M,AOI100029,
CI28235,1,SI2777,43,12-06-2009,AI565985,M,AOI101277,
CI28236,1,SI2777,67,12-06-2009,AI565036,M,AOI100828,
CI28237,1,SI2777,30,12-06-2009,AI566556,M,AOI101488,
CI28238,1,SI2777,45,12-06-2009,AI564981,M,AOI100787,
CI28262,1,SI2446,193,22-04-2009,AI566557,M,AOI101489,
CI28266,1,SI2649,21,24-06-2008,AI566558,F,AOI101490,
CI28269,1,SI2649,27,25-06-2008,AI566559,F,AOI100350,
CI28270,1,SI2649,12,24-06-2008,AI566560,M,AOI100382,
CI28272,1,SI2649,14,24-06-2008,AI566558,F,AOI101490,
CI28280,2,SI2765,150,16-07-2009,AI566561,F,AOI101491,
CI28281,2,SI2765,60,16-07-2009,AI564517,M,AOI100546,
CI28303,1,SI2781,116,03-07-2009,AI566562,M,AOI101492,
CI28304,1,SI2781,133,03-07-2009,AI566563,M,AOI101493,
CI28305,1,SI2781,81,03-07-2009,AI563843,M,AOI100188,
CI28306,1,SI2781,117,03-07-2009,AI566564,M,AOI101494,
CI28307,1,SI2781,137,03-07-2009,AI566565,M,AOI101495,
CI28308,1,SI2781,80,03-07-2009,AI566566,M,AOI101496,
CI28309,1,SI2781,65,03-07-2009,AI566567,M,AOI101497,
CI28310,1,SI2781,53,04-07-2009,AI566568,M,AOI101498,
CI28311,1,SI2781,265,04-07-2009,AI566569,F,AOI100981,
CI28312,1,SI2781,89,04-07-2009,AI566570,M,AOI101499,
CI28313,1,SI2781,210,04-07-2009,AI566571,M,AOI101500,
CI28314,1,SI2768,435,14-07-2009,AI566572,M,AOI101501,135
