pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_53584,2014-10-01 00:00:00,2018-06-01 13:47:00,1.0,Orange Tabby,0.96,21.52,0,7,0.0,1
ANSL_55132,2016-08-04 00:00:00,2016-09-22 12:52:00,2.0,Black,0.81,15.88,13,9,1.0,1
ANSL_53237,2012-06-01 00:00:00,2018-09-04 14:52:00,0.0,Red,0.88,35.92,0,7,1.0,2
ANSL_72138,2016-07-16 00:00:00,2018-08-12 12:17:00,0.0,Brown,0.82,34.37,0,1,1.0,4
ANSL_60170,2017-10-02 00:00:00,2018-04-26 17:42:00,1.0,Brown Tabby,0.47,7.47,0,7,0.0,1
ANSL_72663,2016-06-04 00:00:00,2016-09-05 19:23:00,2.0,Black,0.09,19.81,0,1,0.0,1
ANSL_51770,2015-02-06 00:00:00,2017-09-02 17:30:00,1.0,Chocolate,0.58,45.07,0,7,0.0,2
ANSL_51160,2016-08-04 00:00:00,2016-09-27 12:46:00,2.0,Blue,0.07,11.72,13,9,1.0,1
ANSL_56434,2015-08-04 00:00:00,2017-09-08 13:40:00,0.0,Cream,0.31,19.13,0,1,1.0,2
ANSL_67107,2009-11-05 00:00:00,2018-02-02 17:30:00,0.0,Brown Brindle,0.04,45.09,7,1,1.0,2
ANSL_52276,2010-02-05 00:00:00,2016-08-30 09:00:00,0.0,Orange Tabby,0.97,38.03,16,9,1.0,1
ANSL_55360,2017-11-23 00:00:00,2017-12-22 13:01:00,,White,0.58,38.64,13,9,2.0,1
ANSL_64188,2007-07-09 00:00:00,2017-01-01 17:14:00,0.0,Black,0.09,21.28,18,4,1.0,2
ANSL_64713,2016-09-27 00:00:00,2018-10-30 12:47:00,1.0,Brown Brindle,0.41,28.3,0,1,0.0,2
ANSL_61952,2015-02-16 00:00:00,2018-03-12 09:08:00,0.0,Sable,0.33,45.09,0,1,1.0,2
ANSL_52950,2017-11-23 00:00:00,2018-01-04 16:51:00,,Black,0.72,22.46,13,9,2.0,1
ANSL_53660,2017-09-07 00:00:00,2018-02-02 13:17:00,0.0,Black,0.39,9.98,0,1,1.0,2
ANSL_64224,2018-12-13 00:00:00,2019-02-27 19:22:00,2.0,Tan,0.29,17.9,13,9,0.0,2
ANSL_76093,2018-09-26 00:00:00,2019-04-24 19:38:00,0.0,Blue,0.65,20.75,0,1,1.0,2
ANSL_62132,2017-07-12 00:00:00,2018-01-04 18:27:00,0.0,Calico,0.28,20.56,7,1,1.0,1
ANSL_66096,2014-04-18 00:00:00,2017-12-22 11:25:00,0.0,Black,0.49,36.72,7,1,1.0,2
ANSL_76464,2018-12-24 00:00:00,2019-05-03 19:07:00,0.0,Gray Tabby,0.57,27.68,0,1,1.0,1
ANSL_58900,2012-06-01 00:00:00,2018-08-19 19:31:00,0.0,Red,0.01,48.95,0,7,1.0,2
ANSL_62771,2018-01-03 00:00:00,2018-01-31 13:57:00,,Torbie,0.05,41.07,13,9,2.0,1
ANSL_74952,2015-09-29 00:00:00,2018-10-23 15:10:00,0.0,Black,0.13,26.64,13,9,1.0,2
ANSL_54559,2018-08-03 00:00:00,2018-11-29 09:55:00,0.0,Tan,0.34,27.0,0,1,1.0,2
ANSL_58634,2016-05-13 00:00:00,2017-06-11 12:22:00,0.0,Tan,0.28,36.1,0,1,1.0,2
ANSL_68006,2013-11-04 00:00:00,2017-11-29 19:00:00,1.0,Red,0.59,34.0,0,1,0.0,2
ANSL_73345,2015-05-21 00:00:00,2016-08-15 19:05:00,1.0,Red,0.76,37.09,0,1,0.0,2
ANSL_57662,2016-10-29 00:00:00,2018-11-20 12:59:00,0.0,Brown Tabby,0.89,28.81,18,4,1.0,1
ANSL_55062,2018-04-28 00:00:00,2018-11-29 16:35:00,0.0,Tortie,0.98,7.09,0,1,1.0,1
ANSL_68938,2017-10-29 00:00:00,2018-11-20 09:24:00,,Black,0.96,36.48,15,4,2.0,4
ANSL_74625,2016-07-06 00:00:00,2016-10-03 13:31:00,0.0,Blue,0.13,42.47,0,1,1.0,1
ANSL_54549,2018-01-03 00:00:00,2018-03-17 12:20:00,2.0,Chocolate,0.99,32.9,0,1,1.0,2
ANSL_58114,2017-12-28 00:00:00,2018-02-09 14:50:00,,Black,0.9,14.17,13,9,2.0,1
ANSL_60484,2015-10-28 00:00:00,2017-11-18 13:11:00,0.0,White,0.94,27.29,0,7,1.0,2
ANSL_60954,2016-10-19 00:00:00,2016-11-26 16:36:00,2.0,Orange Tabby,0.05,24.49,13,9,1.0,1
ANSL_64614,2012-11-29 00:00:00,2017-12-20 09:19:00,0.0,Black,0.41,15.06,0,7,1.0,2
ANSL_65261,2011-05-21 00:00:00,2017-09-16 16:25:00,0.0,White,0.3,31.89,0,7,1.0,2
ANSL_73373,2003-11-10 00:00:00,2016-12-01 18:41:00,0.0,Tan,0.04,37.6,0,7,1.0,2
ANSL_65060,2017-06-30 00:00:00,2017-10-24 17:18:00,0.0,Brown Tabby,0.42,40.76,0,1,1.0,1
ANSL_58787,2012-06-09 00:00:00,2016-08-13 17:07:00,1.0,Tan,0.7,25.93,0,1,0.0,2
ANSL_73640,2013-03-10 00:00:00,2017-01-29 15:43:00,2.0,Cream,0.51,39.58,0,7,0.0,2
ANSL_68208,2016-10-27 00:00:00,2017-11-19 18:13:00,0.0,White,0.52,49.82,0,7,1.0,2
ANSL_72831,2016-09-17 00:00:00,2018-01-04 18:45:00,0.0,Black,0.98,5.83,0,1,1.0,1
ANSL_76077,2018-12-30 00:00:00,2019-04-24 17:34:00,2.0,Brown Tabby,0.78,13.45,17,9,1.0,1
ANSL_50349,2016-09-06 00:00:00,2016-12-17 19:15:00,0.0,Black Brindle,0.55,32.0,0,1,1.0,2
ANSL_64400,2017-07-29 00:00:00,2017-11-23 12:27:00,0.0,Brown Tabby,0.33,10.98,13,9,1.0,1
ANSL_62519,2012-03-10 00:00:00,2018-03-29 18:44:00,1.0,Black,0.33,32.2,0,7,0.0,1
ANSL_73743,2005-09-25 00:00:00,2016-10-15 14:38:00,1.0,Chocolate,0.66,9.05,0,7,0.0,2
ANSL_70388,2015-09-14 00:00:00,2017-10-13 13:38:00,1.0,Black Brindle,0.2,27.39,0,1,0.0,2
ANSL_69884,2011-04-13 00:00:00,2017-03-01 16:34:00,0.0,Red,0.4,36.3,0,1,1.0,2
ANSL_65438,2016-01-16 00:00:00,2018-05-22 14:05:00,0.0,Black,0.71,16.67,0,1,1.0,2
ANSL_51508,2016-05-05 00:00:00,2016-08-01 07:33:00,1.0,Blue Tabby,0.54,44.07,7,1,0.0,1
ANSL_50119,2018-03-25 00:00:00,2018-07-04 17:49:00,0.0,Tricolor,0.22,42.89,0,1,1.0,2
ANSL_72060,2018-07-19 00:00:00,2018-12-13 14:18:00,0.0,Calico,0.64,9.31,0,1,1.0,1
ANSL_52210,2011-05-22 00:00:00,2018-03-10 17:13:00,1.0,White,0.8,9.82,0,1,0.0,2
ANSL_71172,2016-05-14 00:00:00,2018-06-15 12:12:00,1.0,Brown,0.03,21.91,0,7,0.0,2
ANSL_68765,2015-12-20 00:00:00,2017-04-14 17:10:00,0.0,Tan,0.98,34.08,0,7,1.0,2
ANSL_70881,2016-07-25 00:00:00,2016-10-25 17:59:00,2.0,White,0.13,16.88,13,9,0.0,2
ANSL_57547,2017-09-27 00:00:00,2017-12-17 10:09:00,2.0,Black,0.37,36.9,7,1,1.0,1
ANSL_52459,2016-04-24 00:00:00,2016-10-18 17:30:00,1.0,Brown,0.33,22.56,0,1,0.0,2
ANSL_76240,2018-07-15 00:00:00,2019-04-28 16:07:00,0.0,White,0.95,35.51,13,9,1.0,2
ANSL_71812,2018-02-02 00:00:00,2018-03-04 12:11:00,,Gray,0.14,43.63,13,9,2.0,1
ANSL_72031,2017-09-05 00:00:00,2018-02-02 12:34:00,2.0,Tortie,0.24,11.27,13,9,1.0,1
ANSL_56265,2016-02-09 00:00:00,2016-09-03 17:36:00,0.0,Orange Tabby,0.41,37.6,0,1,1.0,1
ANSL_55117,2018-08-24 00:00:00,2018-10-02 12:30:00,2.0,Tortie,0.8,20.37,18,4,1.0,1
ANSL_58024,2004-07-16 00:00:00,2017-09-28 12:12:00,2.0,Tricolor,0.09,30.13,7,1,1.0,2
ANSL_67805,2010-06-11 00:00:00,2017-07-10 19:27:00,1.0,Sable,0.08,6.21,0,7,0.0,2
ANSL_68709,2016-01-30 00:00:00,2018-02-20 17:39:00,0.0,Red Merle,0.96,45.28,0,7,1.0,2
ANSL_67910,2016-12-12 00:00:00,2017-01-08 14:32:00,,Black,0.26,14.92,13,9,2.0,1
ANSL_55077,2011-09-25 00:00:00,2016-10-20 16:53:00,0.0,Black,0.83,13.12,0,1,1.0,2
ANSL_76732,2015-06-07 00:00:00,2019-05-09 18:48:00,1.0,Blue,0.55,14.38,0,7,0.0,2
ANSL_58521,2016-11-28 00:00:00,2017-03-22 19:23:00,0.0,Brown Tabby,0.61,32.58,16,9,1.0,1
ANSL_74439,2016-06-22 00:00:00,2017-07-25 16:54:00,0.0,Tan,0.3,17.11,0,7,1.0,2
ANSL_53734,2017-10-16 00:00:00,2017-11-09 13:48:00,,Brown Tabby,0.84,42.5,13,9,2.0,1
ANSL_69770,2018-11-08 00:00:00,2019-02-22 17:37:00,0.0,Black,0.75,46.81,0,1,1.0,1
ANSL_60135,2017-08-21 00:00:00,2017-11-25 19:06:00,0.0,Blue Tabby,0.37,8.65,0,1,1.0,1
ANSL_50847,2009-08-30 00:00:00,2018-09-20 13:05:00,0.0,Brown,0.49,15.32,0,7,1.0,2
ANSL_67765,2014-12-29 00:00:00,2017-02-08 16:49:00,1.0,Red,0.44,36.55,0,7,0.0,2
ANSL_58514,2014-12-24 00:00:00,2017-04-02 14:54:00,2.0,Brown,0.32,11.2,13,9,0.0,4
ANSL_64826,2017-11-03 00:00:00,2017-12-21 17:37:00,2.0,Lilac Point,0.52,43.88,13,9,1.0,1
ANSL_73428,2016-09-10 00:00:00,2016-12-06 17:06:00,1.0,Black,0.23,24.29,0,1,0.0,2
ANSL_56973,2015-10-18 00:00:00,2017-10-02 18:34:00,0.0,Black,0.52,32.21,0,1,1.0,2
ANSL_75562,2018-07-27 00:00:00,2019-03-08 11:39:00,2.0,Blue,0.55,34.95,0,1,1.0,2
ANSL_56014,2016-08-07 00:00:00,2016-10-12 18:40:00,2.0,Black,0.9,27.85,18,4,0.0,1
ANSL_59519,2015-05-16 00:00:00,2018-06-05 16:26:00,0.0,White,0.88,11.98,0,7,1.0,2
ANSL_62215,2005-10-10 00:00:00,2017-10-31 18:22:00,1.0,Chocolate,0.86,46.45,0,1,0.0,2
ANSL_76783,2005-04-16 00:00:00,2019-05-09 12:18:00,1.0,White,0.01,19.82,13,9,0.0,2
ANSL_74900,2017-04-09 00:00:00,2018-05-01 12:13:00,2.0,Black,0.97,30.8,0,7,0.0,2
ANSL_75237,2014-01-16 00:00:00,2019-04-05 12:36:00,1.0,Fawn,0.68,49.6,0,7,0.0,2
ANSL_61470,2015-08-12 00:00:00,2017-09-10 18:24:00,2.0,Orange Tabby,0.8,20.89,16,9,0.0,1
ANSL_68955,2016-04-29 00:00:00,2016-08-06 18:34:00,1.0,Red,0.12,11.06,0,1,0.0,2
ANSL_67585,2018-01-10 00:00:00,2018-04-19 17:54:00,0.0,Torbie,0.74,13.89,0,1,1.0,1
ANSL_60093,2018-08-20 00:00:00,2018-11-09 22:47:00,1.0,Blue Tabby,0.24,8.12,0,1,0.0,1
ANSL_56958,2008-07-18 00:00:00,2018-08-07 18:54:00,2.0,Blue Merle,0.97,35.53,0,7,1.0,2
ANSL_51425,2017-05-02 00:00:00,2018-05-22 18:29:00,0.0,White,0.31,42.93,0,1,1.0,1
ANSL_73525,2011-02-12 00:00:00,2018-07-05 15:37:00,2.0,Tricolor,0.54,42.17,0,7,0.0,2
ANSL_69845,2013-12-14 00:00:00,2019-01-07 16:47:00,1.0,White,0.62,49.58,13,9,0.0,2
ANSL_51171,2006-07-21 00:00:00,2018-04-27 17:22:00,1.0,White,0.43,12.36,0,7,0.0,2
ANSL_55481,2005-02-26 00:00:00,2017-05-03 17:52:00,0.0,Black,0.75,26.33,13,9,1.0,2
ANSL_74875,2018-10-13 00:00:00,2019-01-06 16:01:00,2.0,Tortie,0.36,15.78,13,9,1.0,1
ANSL_52494,2017-03-06 00:00:00,2018-03-25 18:40:00,2.0,Brown,0.11,44.26,0,7,1.0,2
ANSL_55535,2017-07-05 00:00:00,2017-08-09 11:14:00,2.0,Brown Tabby,0.35,39.19,13,9,0.0,1
ANSL_61853,2012-04-12 00:00:00,2016-11-03 13:10:00,1.0,White,0.95,28.98,0,7,0.0,4
ANSL_50125,2016-07-12 00:00:00,2017-09-30 16:02:00,1.0,Red,0.93,9.84,0,1,0.0,2
ANSL_72075,2017-12-04 00:00:00,2018-10-28 19:10:00,1.0,Tricolor,0.04,24.84,0,1,0.0,2
ANSL_72278,2017-06-21 00:00:00,2018-07-25 16:00:00,0.0,Black,0.56,24.75,0,1,1.0,1
ANSL_56448,2017-10-20 00:00:00,2017-11-12 15:41:00,2.0,Brown Tabby,0.09,13.22,13,9,1.0,1
ANSL_64686,2017-10-22 00:00:00,2018-01-13 17:39:00,0.0,Black,0.32,23.41,0,1,1.0,2
ANSL_76192,2018-12-02 00:00:00,2019-04-27 16:35:00,1.0,Black,0.48,19.11,0,1,0.0,1
ANSL_57556,2010-09-16 00:00:00,2016-10-11 18:15:00,0.0,Brown,0.75,24.71,0,1,1.0,2
ANSL_65205,2016-04-14 00:00:00,2017-02-08 19:46:00,2.0,Blue,0.18,48.26,16,9,1.0,1
ANSL_70333,2016-06-23 00:00:00,2016-09-18 18:26:00,0.0,Blue,0.99,35.81,0,1,1.0,2
ANSL_53244,2016-11-09 00:00:00,2017-02-20 13:49:00,1.0,Brown Tabby,0.02,32.74,7,1,0.0,1
ANSL_63529,2016-05-15 00:00:00,2016-08-19 11:21:00,0.0,Brown Tabby,0.98,41.77,0,1,1.0,1
ANSL_68035,2017-05-13 00:00:00,2017-09-04 14:13:00,0.0,Orange Tabby,0.5,48.78,7,1,1.0,1
ANSL_54343,2015-05-11 00:00:00,2017-02-01 14:29:00,0.0,Brown Merle,0.81,6.51,13,9,1.0,2
ANSL_72035,2011-01-11 00:00:00,2017-02-07 11:25:00,1.0,Brown,0.75,21.01,0,7,0.0,2
ANSL_52908,2015-07-25 00:00:00,2016-08-22 18:54:00,,Blue,0.5,17.08,13,9,2.0,4
ANSL_69445,2013-07-10 00:00:00,2018-07-09 18:35:00,0.0,Brown,0.41,47.43,0,7,1.0,2
ANSL_57231,2014-09-06 00:00:00,2016-10-05 17:02:00,0.0,Buff,0.02,28.63,0,1,1.0,2
ANSL_68715,2016-08-25 00:00:00,2018-11-14 17:56:00,0.0,Orange Tabby,0.02,31.26,17,9,1.0,1
ANSL_66080,2016-11-15 00:00:00,2018-04-26 14:49:00,0.0,Brown Tabby,0.48,16.46,0,1,1.0,1
ANSL_60545,2013-03-20 00:00:00,2017-04-19 11:00:00,0.0,Tortie Point,0.59,41.28,0,1,1.0,1
ANSL_59501,2016-09-13 00:00:00,2018-10-12 17:48:00,0.0,Blue,0.93,11.18,0,1,1.0,2
ANSL_56325,2017-04-02 00:00:00,2018-04-28 12:11:00,1.0,Tan,0.56,23.02,13,9,0.0,2
ANSL_65290,2011-01-29 00:00:00,2018-02-19 12:33:00,2.0,Black,0.56,35.19,0,7,0.0,2
ANSL_62507,2018-04-30 00:00:00,2018-07-21 13:30:00,,Black,0.17,40.28,13,9,2.0,2
ANSL_62598,2012-11-08 00:00:00,2017-12-10 11:33:00,1.0,Tan,0.45,10.72,0,1,0.0,2
ANSL_76434,2018-04-04 00:00:00,2019-05-03 09:35:00,,Tricolor,0.14,15.03,13,9,2.0,4
ANSL_71113,2017-05-27 00:00:00,2017-10-21 17:19:00,1.0,Black,0.78,45.82,0,1,0.0,1
ANSL_64315,2017-11-02 00:00:00,2018-03-02 17:55:00,1.0,Cream Tabby,0.06,44.59,0,1,0.0,1
ANSL_54013,2015-12-22 00:00:00,2017-01-18 16:26:00,0.0,Tan,0.18,5.23,13,9,1.0,2
ANSL_59625,2017-09-18 00:00:00,2018-10-21 18:02:00,2.0,Tortie,0.04,23.68,13,9,1.0,1
ANSL_56324,2016-11-18 00:00:00,2017-02-28 12:30:00,2.0,Calico,0.61,18.4,13,9,1.0,1
ANSL_63050,2013-12-13 00:00:00,2019-01-04 11:48:00,1.0,Black,0.1,10.64,0,7,0.0,2
ANSL_68200,2013-11-22 00:00:00,2017-06-24 12:20:00,0.0,Brown,0.6,35.55,0,1,1.0,2
ANSL_57311,2017-06-24 00:00:00,2017-07-15 14:42:00,2.0,Black,0.67,24.63,13,9,0.0,1
ANSL_64166,2016-11-06 00:00:00,2018-11-28 12:32:00,1.0,Tan,0.48,40.08,0,7,0.0,2
ANSL_64049,2017-08-22 00:00:00,2018-09-18 18:38:00,1.0,Red,0.4,19.78,0,1,0.0,2
ANSL_59506,2013-07-15 00:00:00,2018-08-05 12:55:00,1.0,White,0.78,33.84,13,9,0.0,1
ANSL_51786,2011-11-24 00:00:00,2017-12-10 15:28:00,1.0,Orange Tabby,0.72,31.59,0,7,0.0,1
ANSL_73357,2017-08-14 00:00:00,2018-05-09 17:00:00,0.0,Tan,0.96,32.83,0,1,1.0,2
ANSL_57591,2012-07-18 00:00:00,2016-08-17 14:49:00,0.0,Brown Tabby,0.05,12.04,13,9,1.0,1
ANSL_58979,2015-12-13 00:00:00,2018-06-06 11:40:00,1.0,White,0.88,13.0,13,9,0.0,2
ANSL_76299,2019-01-02 00:00:00,2019-04-30 13:22:00,1.0,Brown Tabby,0.7,5.52,7,1,0.0,1
ANSL_57609,2007-07-04 00:00:00,2017-08-06 15:01:00,0.0,Black,0.76,31.96,0,1,1.0,2
ANSL_54037,2016-04-11 00:00:00,2018-06-24 12:22:00,1.0,White,0.47,24.63,0,1,0.0,2
ANSL_71468,2017-06-08 00:00:00,2017-11-02 16:57:00,1.0,White,0.05,39.95,0,1,0.0,2
ANSL_56521,2017-03-04 00:00:00,2017-05-26 17:28:00,1.0,Tan,0.13,33.81,0,1,0.0,2
ANSL_63236,2012-11-16 00:00:00,2018-05-16 16:11:00,1.0,White,0.46,40.44,1,4,0.0,2
ANSL_54406,2014-04-26 00:00:00,2019-04-02 12:24:00,0.0,Blue,1.0,24.99,0,1,1.0,2
ANSL_61019,2017-09-13 00:00:00,2017-12-20 17:06:00,1.0,Brown Tabby,0.42,41.82,7,1,0.0,1
ANSL_75233,2007-03-18 00:00:00,2019-04-05 11:37:00,2.0,Red,0.15,44.28,0,7,1.0,2
ANSL_66111,2014-04-05 00:00:00,2018-04-26 13:10:00,0.0,Yellow,0.27,22.14,0,7,1.0,2
ANSL_56330,2015-05-03 00:00:00,2017-05-28 17:19:00,0.0,Brown,0.16,15.48,0,1,1.0,2
ANSL_66651,2016-10-19 00:00:00,2018-11-08 14:44:00,,Black,0.35,42.78,15,4,2.0,4
ANSL_71664,2018-02-16 00:00:00,2019-01-11 18:01:00,1.0,Tan,0.77,9.55,0,1,0.0,2
ANSL_52593,2018-06-14 00:00:00,2018-10-03 21:39:00,1.0,Orange Tabby,0.87,23.73,0,1,0.0,1
ANSL_51379,2016-07-28 00:00:00,2016-10-28 16:47:00,1.0,Black,0.35,27.77,7,1,0.0,1
ANSL_54896,2012-01-16 00:00:00,2018-04-08 16:48:00,2.0,White,0.74,37.68,0,7,0.0,2
ANSL_58824,2008-07-17 00:00:00,2016-08-23 12:13:00,1.0,Black,0.6,26.06,0,1,0.0,2
ANSL_53214,2016-10-13 00:00:00,2017-06-11 13:53:00,0.0,Black,0.58,34.75,0,1,1.0,1
ANSL_67479,2016-08-15 00:00:00,2018-09-17 14:11:00,1.0,Black,0.42,20.02,0,1,0.0,2
ANSL_57414,2012-06-06 00:00:00,2016-07-21 12:47:00,1.0,Red,0.4,41.83,0,1,0.0,2
ANSL_52584,2015-11-21 00:00:00,2017-04-10 15:12:00,1.0,Black,0.03,20.01,0,1,0.0,1
ANSL_55655,2018-06-17 00:00:00,2019-04-01 07:34:00,1.0,Black,0.18,44.84,7,1,0.0,1
ANSL_66890,2017-02-24 00:00:00,2018-03-16 19:18:00,2.0,Black,0.52,16.6,0,7,0.0,4
ANSL_54458,2017-04-15 00:00:00,2017-06-07 15:34:00,2.0,Black,0.1,12.66,13,9,0.0,2
ANSL_50302,2016-09-06 00:00:00,2016-12-09 18:38:00,1.0,White,0.74,6.75,0,1,0.0,1
ANSL_54924,2014-12-26 00:00:00,2017-01-17 09:00:00,2.0,Brown Tabby,0.78,43.29,16,9,1.0,1
ANSL_67618,2014-07-22 00:00:00,2017-04-15 13:25:00,1.0,Black,0.15,29.1,0,7,0.0,2
ANSL_63913,2017-05-18 00:00:00,2018-06-14 13:26:00,0.0,Blue,0.18,44.26,0,1,1.0,2
ANSL_63933,2012-07-19 00:00:00,2017-11-16 12:56:00,1.0,Black,0.4,47.75,0,7,0.0,2
ANSL_69340,2017-08-24 00:00:00,2018-09-30 15:34:00,1.0,Cream,0.61,5.61,13,9,0.0,2
ANSL_76548,2015-04-10 00:00:00,2019-05-05 16:14:00,0.0,White,0.38,37.5,13,9,1.0,2
ANSL_72578,2016-05-04 00:00:00,2017-06-18 16:05:00,2.0,Black,0.94,15.18,0,1,0.0,0
ANSL_52538,2017-10-19 00:00:00,2018-11-13 18:28:00,0.0,White,0.24,43.94,0,1,1.0,2
ANSL_53793,2016-04-17 00:00:00,2018-06-25 19:03:00,0.0,Sable,0.94,23.92,0,1,1.0,2
ANSL_60577,2015-11-29 00:00:00,2018-01-26 17:19:00,0.0,Blue,0.64,30.43,7,1,1.0,2
ANSL_71562,2016-05-12 00:00:00,2016-09-24 17:47:00,0.0,Brown,0.38,30.82,0,1,1.0,2
ANSL_64034,2017-02-13 00:00:00,2019-03-31 13:26:00,1.0,Black,0.69,19.06,13,9,0.0,1
ANSL_64054,2017-03-01 00:00:00,2019-03-21 15:34:00,2.0,Tan,0.93,8.7,0,7,1.0,2
ANSL_51411,2011-02-23 00:00:00,2019-03-14 12:56:00,1.0,White,0.04,42.61,0,1,0.0,2
ANSL_74956,2015-12-08 00:00:00,2016-08-30 17:21:00,1.0,Buff,0.66,30.56,0,1,0.0,2
ANSL_67686,2016-01-14 00:00:00,2018-02-05 11:23:00,,Black,0.63,25.78,15,4,2.0,4
ANSL_61651,2014-04-22 00:00:00,2018-06-14 14:02:00,0.0,Tan,0.99,14.22,0,7,1.0,2
ANSL_60213,2017-09-16 00:00:00,2018-02-20 14:14:00,0.0,Black Tabby,0.96,48.43,7,1,1.0,1
ANSL_70467,2014-09-02 00:00:00,2016-10-10 12:11:00,2.0,White,0.73,5.0,13,9,0.0,2
ANSL_56024,2016-05-13 00:00:00,2017-06-13 15:20:00,1.0,Tan,0.93,46.46,0,1,0.0,2
ANSL_70030,2016-06-24 00:00:00,2017-05-18 17:46:00,0.0,Torbie,0.93,14.92,0,1,1.0,1
ANSL_73615,2014-08-09 00:00:00,2018-09-04 12:09:00,1.0,Black,0.99,17.49,13,9,0.0,2
ANSL_54723,2017-02-02 00:00:00,2017-11-29 18:52:00,1.0,Chocolate,0.59,40.79,0,1,0.0,2
ANSL_59818,2015-03-01 00:00:00,2017-03-27 12:22:00,1.0,Tan,0.28,45.41,0,1,0.0,2
ANSL_73350,2015-04-19 00:00:00,2017-07-11 19:00:00,1.0,Brown,0.35,22.17,0,1,0.0,2
ANSL_58317,2016-11-10 00:00:00,2017-12-02 09:00:00,0.0,Calico,0.7,45.59,16,9,1.0,1
ANSL_75719,2019-01-19 00:00:00,2019-04-15 17:43:00,2.0,Blue,0.34,44.51,0,1,0.0,2
ANSL_62651,2018-01-25 00:00:00,2018-05-19 17:19:00,0.0,Brown Tabby,0.43,27.61,0,1,1.0,1
ANSL_59858,2016-05-09 00:00:00,2016-10-03 18:06:00,2.0,Tan,0.1,40.0,0,1,1.0,2
ANSL_55361,2016-04-27 00:00:00,2018-05-21 21:33:00,2.0,Brown Brindle,0.44,5.45,0,7,0.0,2
ANSL_60910,2009-11-26 00:00:00,2018-08-14 13:35:00,0.0,Torbie,0.33,23.72,0,1,1.0,1
ANSL_51850,2017-07-18 00:00:00,2017-10-20 16:53:00,0.0,Sable,0.19,40.8,0,1,1.0,2
ANSL_57198,2016-09-30 00:00:00,2018-10-24 14:33:00,2.0,Calico,0.21,8.94,17,9,1.0,1
ANSL_55493,2015-11-06 00:00:00,2018-06-02 12:45:00,1.0,Chocolate,0.62,11.87,7,1,0.0,2
ANSL_72973,2018-07-08 00:00:00,2018-11-01 12:21:00,2.0,Orange Tabby,0.79,35.45,17,9,0.0,1
ANSL_64864,2011-08-05 00:00:00,2017-01-14 11:53:00,1.0,Sable,0.81,9.63,0,7,0.0,2
ANSL_75998,2018-07-02 00:00:00,2019-04-23 14:32:00,0.0,Gray,0.89,32.2,0,1,1.0,4
ANSL_76588,2016-01-26 00:00:00,2017-02-23 13:27:00,0.0,Red,0.71,49.48,13,9,1.0,2
ANSL_54246,2018-10-16 00:00:00,2019-02-05 00:00:00,2.0,Black,0.63,33.83,13,9,1.0,2
ANSL_72719,2012-11-18 00:00:00,2018-01-03 15:23:00,2.0,Black,0.48,8.51,13,9,1.0,2
ANSL_51601,2017-09-17 00:00:00,2018-07-02 17:00:00,0.0,Calico,0.45,33.66,0,1,1.0,1
ANSL_76270,2015-10-05 00:00:00,2019-04-29 13:39:00,1.0,Black,0.05,14.96,0,7,0.0,2
ANSL_60246,2013-08-13 00:00:00,2016-09-24 14:03:00,0.0,Black,0.92,19.46,0,7,1.0,2
ANSL_55358,2017-03-21 00:00:00,2018-04-18 17:47:00,0.0,Tortie Point,0.37,7.61,0,1,1.0,1
ANSL_51528,2018-01-26 00:00:00,2019-02-26 17:28:00,0.0,Tan,0.96,48.33,0,1,1.0,2
ANSL_65183,2016-01-18 00:00:00,2017-02-09 08:17:00,,Brown,0.64,42.14,15,4,2.0,4
ANSL_51309,2017-03-09 00:00:00,2018-03-31 17:56:00,0.0,Tan,0.6,28.78,0,1,1.0,2
ANSL_54301,2016-05-28 00:00:00,2017-04-06 13:30:00,0.0,Tortie,0.44,49.2,13,9,1.0,1
ANSL_60769,2012-11-07 00:00:00,2016-12-05 11:55:00,0.0,Tricolor,0.53,38.97,13,9,1.0,2
ANSL_73486,2018-07-27 00:00:00,2018-09-11 00:00:00,2.0,Blue,0.94,5.27,13,9,0.0,1
ANSL_50524,2017-03-17 00:00:00,2017-11-13 15:32:00,1.0,White,0.06,32.32,0,1,0.0,2
ANSL_56855,2016-10-09 00:00:00,2018-06-01 16:57:00,1.0,White,0.25,21.24,0,1,0.0,2
ANSL_76209,2019-01-04 00:00:00,2019-04-27 18:22:00,0.0,Brown,0.12,17.5,0,1,1.0,2
ANSL_55919,2014-06-19 00:00:00,2019-02-12 11:10:00,0.0,Gray,0.09,5.65,0,7,1.0,2
ANSL_51448,2017-07-21 00:00:00,2018-08-19 15:09:00,2.0,Blue,0.38,20.07,0,1,0.0,2
ANSL_67790,2018-07-24 00:00:00,2018-10-19 13:25:00,1.0,Tan,0.33,20.61,0,1,0.0,2
ANSL_71443,2017-07-05 00:00:00,2017-10-19 17:22:00,0.0,Black,0.52,5.32,7,1,1.0,1
ANSL_73490,2017-11-26 00:00:00,2018-12-16 10:32:00,,Gray,0.85,49.5,15,4,2.0,4
ANSL_61907,2009-07-18 00:00:00,2017-08-09 16:00:00,0.0,Tricolor,1.0,24.19,0,7,1.0,2
ANSL_56683,2018-02-13 00:00:00,2018-07-23 17:33:00,1.0,Tan,0.41,25.59,0,1,0.0,2
