Offered_By,Category,Rating,Reviews,Size,Price,Content_Rating,Last_Updated_On,Release_Version,OS_Version_Required,Downloads
ps_id-36142,Entertainment,4.66,5577,6.3M,Free,Teen,Apr 14 2020,1.7,4.1 and up,"100,000+"
ps_id-14305,Communication,4.2,594720,Varies with device,Free,Everyone,Aug 23 2019,7.3(800241),4.4 and up,"50,000,000+"
ps_id-499,News And Magazines,4.65,2550,13M,Free,Everyone,Apr 10 2020,1.4.3,4.1 and up,"1,000,000+"
ps_id-8610,Entertainment,4.55,6800,3.8M,Free,Everyone,Dec 03 2018,1.9.1,4.0.3 and up,"1,000,000+"
ps_id-4989,Game Sports,3.83,86551,68M,Free,Everyone,May 06 2020,2.9.7,5.1 and up,"1,000,000+"
ps_id-36577,Books And Reference,3.29,7,1.9M,Free,Everyone,Oct 23 2019,1,4.1 and up,"1,000+"
ps_id-30852,Education,4.37,196,35M,Free,Everyone,Mar 17 2020,5.6.1,4.4 and up,"1,000+"
ps_id-30059,Photography,4.16,12914,Varies with device,Free,Everyone,Nov 05 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-31098,Game Action,4.58,145755,98M,73.8342,Everyone 10+,May 02 2020,2.4.8,4.1 and up,"5,000,000+"
ps_id-15069,Game Card,4.41,4434,31M,Free,Everyone,May 01 2020,1.13.0,4.0 and up,"100,000+"
ps_id-9447,Family,4.3,59152,50M,Free,Everyone 10+,May 03 2019,1.14.00,4.0.3 and up,"1,000,000+"
ps_id-28189,Personalization,4.68,115,3.9M,Free,Everyone,Jan 18 2020,8.7,4.0.3 and up,"10,000+"
ps_id-29603,Personalization,4.1,51145,6.2M,Free,Everyone,Aug 02 2019,1,4.0.3 and up,"10,000,000+"
ps_id-32145,Health And Fitness,4.38,349,29M,Free,Everyone,Mar 28 2020,1.4,4.0.3 and up,"10,000+"
ps_id-11775,Tools,4.2,40,7.4M,Free,Everyone,Jun 16 2018,0.9.1,3.2 and up,"1,000+"
ps_id-10116,Travel And Local,4.42,159188,22M,Free,Everyone,May 05 2020,10.9.3,4.4 and up,"10,000,000+"
ps_id-31392,Family,3.6,740,71M,Free,Everyone,Aug 09 2019,1.0.2,4.4 and up,"50,000+"
ps_id-19311,Productivity,3.58,226,1.5M,Free,Everyone,Feb 29 2020,1.4.190114,4.4 and up,"50,000+"
ps_id-3981,Productivity,4.07,2723,26M,Free,Everyone,Apr 17 2020,1.3.38,5.0 and up,"1,000,000+"
ps_id-3348,Communication,2.83,6,2.2M,Free,Everyone,May 18 2017,1.0.8,4.1 and up,100+
ps_id-25643,Photography,4.3,28578,23M,Free,Everyone,Sep 01 2019,6.21,4.0 and up,"10,000,000+"
ps_id-9280,Game,4.4,1397944,50M,Free,Teen,Sep 04 2019,0.9.10.f96,4.4 and up,"10,000,000+"
ps_id-25038,Game,3.9,783,3.4M,Free,Everyone,Nov 22 2015,1.0,2.3.3 and up,"100,000+"
ps_id-17935,Education,4.63,92899,11M,Free,Everyone,May 06 2020,2.03.61,4.1 and up,"1,000,000+"
ps_id-17507,Education,4.04,26,3.1M,Free,Everyone,Oct 25 2019,2.0.0,4.1 and up,"10,000+"
ps_id-17541,News And Magazines,3.38,488,70M,Free,Everyone 10+,Apr 03 2020,5.16.1,5.0 and up,"50,000+"
ps_id-10644,Tools,4.3,123,1.9M,Free,Everyone,Nov 04 2018,1.2,4.0 and up,"5,000+"
ps_id-13497,Tools,4.2,711,7.3M,Free,Everyone,Apr 10 2020,2,4.1 and up,"10,000+"
ps_id-9013,Game Arcade,4.51,2213,36M,Free,Everyone,Apr 09 2019,1.18,4.1 and up,"100,000+"
ps_id-24437,Medical,4.4,2159,11M,Free,Everyone,Jun 21 2019,4.5.1,4.4 and up,"10,000+"
ps_id-36557,Family,4.3,3976,98M,Free,Teen,Mar 05 2019,1.1.6,4.0 and up,"100,000+"
ps_id-15347,Lifestyle,4.12,26,18M,Free,Teen,Mar 26 2020,2.0.2,5.0 and up,"5,000+"
ps_id-36553,Lifestyle,2.8,405,25M,Free,Everyone,Jul 27 2019,4.2.45,4.4 and up,"50,000+"
ps_id-14244,House And Home,3.4,287,27M,Free,Everyone,Jul 03 2019,2.4.2,4.4 and up,"100,000+"
ps_id-6241,Books And Reference,4.0,9,4.2M,Free,Everyone,Oct 24 2019,1.1,4.2 and up,"1,000+"
ps_id-6182,Books And Reference,3.4,37,3.4M,Free,Everyone,Jul 05 2019,1.5,4.0 and up,"10,000+"
ps_id-20540,Game Puzzle,4.21,556195,54M,Free,Teen,Apr 23 2020,1.4.3,4.1 and up,"100,000,000+"
ps_id-11993,Tools,4.34,1238,5.2M,Free,Everyone,May 03 2020,2.0.9,4.1 and up,"50,000+"
ps_id-30682,Family,4.0,576210,48M,Free,Everyone,Sep 26 2014,3.25.3,2.3.3 and up,"50,000,000+"
ps_id-21270,Family,4.3,151374,54M,Free,Everyone,Jul 10 2019,1.2.7,4.1 and up,"10,000,000+"
ps_id-5180,News And Magazines,3.4,736,8.5M,Free,Teen,Sep 07 2019,7.5.9.1,4.1 and up,"50,000+"
ps_id-4236,Family,4.8,4,43M,Free,Everyone,Mar 13 2019,1.0,4.0 and up,100+
ps_id-433,Social,4.28,35492,2.4M,Free,Teen,Nov 18 2019,2.6,4.0.3 and up,"1,000,000+"
ps_id-24892,Game Arcade,4.37,5199,54M,Free,Mature 17+,May 02 2020,1.1.4,2.3 and up,"500,000+"
ps_id-27093,Education,4.44,1373,Varies with device,Free,Everyone,Feb 05 2020,Varies with device,Varies with device,"100,000+"
ps_id-35336,Video Players,3.56,1129,19M,Free,Everyone,Nov 13 2018,2.6.0,4.1 and up,"100,000+"
ps_id-18923,Game Music,4.12,13198,26M,Free,Everyone,Apr 19 2020,2.4,4.1 and up,"1,000,000+"
ps_id-8917,Game Adventure,4.5,8,51M,372.1542,Everyone,Apr 23 2020,1.41,5.0 and up,10+
ps_id-3766,Game Role Playing,3.9,1225,24M,372.1542,Teen,Jan 13 2018,2.41,4.2 and up,"10,000+"
ps_id-28921,Education,4.5,2,2.7M,Free,Everyone,Oct 07 2019,1,5.0 and up,100+
ps_id-30340,Tools,3.36,22,1.3M,Free,Everyone,Mar 01 2016,1,2.2 and up,"1,000+"
ps_id-10109,Art And Design,4.86,251,7.4M,Free,Everyone,Dec 19 2019,2,4.2 and up,"10,000+"
ps_id-4535,Books And Reference,4.3,8894,2.3M,Free,Everyone,Aug 27 2019,1.1.51,4.0 and up,"100,000+"
ps_id-7384,Game Sports,4.11,6814,33M,297.5742,Everyone,Feb 16 2020,2.1.4,4.1 and up,"50,000+"
ps_id-16624,Game Casual,3.96,25,27M,Free,Teen,Aug 08 2018,1.0.0.0,4.1 and up,"1,000+"
ps_id-9313,Game Word,4.56,48913,53M,Free,Everyone,Apr 21 2020,1.146.0,5.0 and up,"1,000,000+"
ps_id-31512,Game Adventure,4.33,1547,26M,Free,Everyone,May 14 2019,1.4.5,4.0.3 and up,"500,000+"
ps_id-5983,Personalization,4.68,134,21M,Free,Everyone,Sep 10 2019,1,4.1 and up,"50,000+"
ps_id-9695,Comics,3.2,1446,7.1M,Free,Mature 17+,Jun 22 2019,1.0,4.0.3 and up,"100,000+"
ps_id-5992,Communication,3.9,20829,1.9M,Free,Everyone,Dec 22 2018,4.5.4,3.0 and up,"5,000,000+"
ps_id-20579,Art And Design,4.6,62,7.8M,Free,Everyone,Jan 13 2020,1.1.1,4.0.3 and up,"50,000+"
ps_id-29371,Lifestyle,4.6,90,16M,Free,Everyone,May 06 2020,1.1.6,4.4 and up,"10,000+"
ps_id-17038,Game Simulation,4.54,365785,66M,Free,Everyone,May 07 2020,1.4.2,4.1 and up,"10,000,000+"
ps_id-28551,Business,4.7,3,36M,Free,Everyone,Aug 26 2019,2.0.3,4.0.3 and up,100+
ps_id-21348,Education,3.97,2264,2.8M,Free,Everyone,Apr 11 2020,3.7,4.1 and up,"100,000+"
ps_id-31895,Personalization,4.86,843,90M,111.1242,Everyone,Apr 30 2020,3.1.7,4.0.3 and up,"50,000+"
ps_id-18462,Dating,1.9,953,19M,Free,Mature 17+,Aug 22 2019,6.3.7,5.0 and up,"100,000+"
ps_id-27655,Tools,4.41,27,9.7M,Free,Everyone,Apr 30 2020,6,4.1 and up,"5,000+"
ps_id-28709,Medical,4.51,1689,3.3M,Free,Everyone,Feb 18 2020,2.1.17,4.1 and up,"100,000+"
ps_id-21040,Game Role Playing,4.54,75081,75M,Free,Teen,Feb 04 2020,1.5.5,4.2 and up,"1,000,000+"
ps_id-21573,Medical,4.6,717,5.4M,446.7342,Everyone,Jul 05 2019,6.5.0,5.0 and up,"5,000+"
ps_id-35320,Shopping,4.5,20247,47M,Free,Everyone,Sep 07 2019,4.70.30,4.1 and up,"5,000,000+"
ps_id-36708,Game,4.7,990663,75M,Free,Everyone,Jun 28 2019,1.0.27,4.1 and up,"10,000,000+"
ps_id-4652,Tools,4.71,8755,3.2M,Free,Everyone,Mar 17 2020,3.2.6,4.2 and up,"1,000,000+"
ps_id-5101,Lifestyle,4.15,447,22M,73.8342,Everyone,Apr 09 2020,1.9.8,5.0 and up,"10,000+"
ps_id-15987,Entertainment,2.75,4,Varies with device,Free,Everyone,Jul 12 2018,Varies with device,4.0.3 and up,100+
ps_id-26592,Game Arcade,3.44,317,2.4M,Free,Everyone,Dec 12 2013,1.2,2.1 and up,"10,000+"
ps_id-27019,Tools,4.18,211,3.3M,Free,Everyone,Dec 16 2019,1.3.6,4.1 and up,"10,000+"
ps_id-29956,Photography,4.47,104,4.9M,Free,Everyone,Jan 28 2019,1.3.3,4.0.3 and up,"10,000+"
ps_id-21811,Communication,4.3,125257,17M,Free,Teen,Jul 11 2019,1.8.9,4.1 and up,"10,000,000+"
ps_id-24586,Video Players,4.4,169965,14M,Free,Teen,Sep 06 2019,1.32.1,4.3 and up,"10,000,000+"
ps_id-16044,Health And Fitness,4.43,8376,6.9M,Free,Everyone,May 05 2018,3.2,2.3.3 and up,"1,000,000+"
ps_id-4162,Auto And Vehicles,4.4,186648,42M,Free,Everyone,Sep 06 2019,9.3.52,4.2 and up,"10,000,000+"
ps_id-15315,Social,4.3,374,20M,Free,Everyone,Sep 03 2019,T4.6.5-tl2.0.1,4.1 and up,"50,000+"
ps_id-7988,Game Adventure,4.59,1913,72M,Free,Everyone 10+,May 02 2020,01.14.01,4.1 and up,"50,000+"
ps_id-23180,Communication,4.3,158679,8.8M,Free,Everyone,Sep 07 2019,2.4.1,4.4 and up,"5,000,000+"
ps_id-4409,Lifestyle,4.0,515,21M,Free,Everyone,Apr 24 2020,5.2.0,4.1 and up,"100,000+"
ps_id-15022,Travel And Local,4.63,7313,Varies with device,Free,Everyone,Apr 18 2020,Varies with device,Varies with device,"100,000+"
ps_id-29505,Game Action,3.95,14161,83M,Free,Everyone 10+,Dec 28 2017,2,4.0 and up,"1,000,000+"
ps_id-26848,Game Action,4.12,23801,20M,Free,Teen,Feb 19 2019,1.5,2.1 and up,"1,000,000+"
ps_id-31248,Health And Fitness,4.26,1222,89M,Free,Everyone,May 02 2020,2.1.30,4.1 and up,"100,000+"
ps_id-6924,Finance,4.74,20299,13M,Free,Everyone,Apr 30 2020,1.11.2,4.4 and up,"100,000+"
ps_id-1157,Education,3.91,126,22M,Free,Everyone,Mar 29 2020,1.2.7,4.4 and up,"10,000+"
ps_id-34036,Music And Audio,4.6,929,2.4M,Free,Everyone,Dec 12 2019,3.3.2,4.0.3 and up,"100,000+"
ps_id-34921,Tools,4.61,3650,3.4M,Free,Everyone,Jul 14 2019,1.0.0-release,4.4 and up,"100,000+"
ps_id-21633,Tools,4.61,437,13M,Free,Everyone,Feb 07 2019,1,4.0.3 and up,"50,000+"
ps_id-17455,Sports,4.47,38,11M,Free,Everyone,Nov 07 2019,1,4.0.3 and up,"1,000+"
ps_id-35820,Shopping,4.5,6212081,15M,Free,Everyone,Sep 07 2019,4.20.5,4.1 and up,"100,000,000+"
ps_id-1652,Entertainment,4.01,470,4.5M,Free,Teen,Apr 10 2020,1.33,4.1 and up,"100,000+"
ps_id-24289,Game Adventure,4.35,82663,29M,Free,Everyone 10+,Jun 07 2016,1.05,2.3.3 and up,"1,000,000+"
ps_id-19942,Lifestyle,4.62,109,86M,Free,Everyone,Oct 26 2019,1.3,4.0.3 and up,"50,000+"
ps_id-20556,Personalization,4.62,188,8.5M,Free,Mature 17+,Mar 22 2020,1.4,4.0.3 and up,"100,000+"
ps_id-7643,Music And Audio,3.75,4,4.1M,Free,Everyone,Nov 26 2019,2.2,4.2 and up,100+
ps_id-10491,Entertainment,4.14,98470,Varies with device,Free,Teen,Apr 22 2020,Varies with device,Varies with device,"10,000,000+"
ps_id-10204,Lifestyle,5.0,5,6.9M,Free,Everyone,Nov 15 2019,1.0.1,4.1 and up,100+
ps_id-5308,Maps And Navigation,4.28,1362,Varies with device,Free,Everyone,Jul 10 2019,Varies with device,Varies with device,"100,000+"
ps_id-13159,Health And Fitness,4.3,43,2.4M,595.8942,Everyone,Sep 12 2019,1.9.3,4.2 and up,"5,000+"
ps_id-17340,Music And Audio,4.66,1997975,Varies with device,Free,Teen,May 06 2020,Varies with device,Varies with device,"50,000,000+"
ps_id-26953,Travel And Local,3.82,6659,7.2M,Free,Everyone,Mar 04 2020,4.7.3+89,5.0 and up,"1,000,000+"
ps_id-10218,Health And Fitness,4.0,3,6.0M,Free,Everyone,Feb 17 2019,2,4.0.3 and up,100+
ps_id-35481,Tools,4.05,19,4.5M,Free,Everyone,Sep 10 2019,2.0.2,4.0.3 and up,"5,000+"
ps_id-5886,Game Puzzle,4.33,4421,Varies with device,Free,Everyone,Apr 21 2020,1.3.4,4.1 and up,"1,000,000+"
ps_id-23720,Productivity,4.43,399,397k,Free,Everyone,Nov 09 2019,2.3,4.1 and up,"100,000+"
ps_id-22433,Finance,4.66,9549,12M,372.1542,Everyone,Apr 22 2020,4.1.7 gp,4.0.3 and up,"50,000+"
ps_id-778,Game Card,4.42,77122,52M,Free,Teen,Mar 05 2020,9.0.1,4.0.3 and up,"1,000,000+"
ps_id-35591,Travel And Local,3.8,39,12M,Free,Everyone,Nov 12 2017,1.2,4.1 and up,"10,000+"
ps_id-25142,Family,4.4,496,94M,Free,Everyone,Aug 15 2019,1.0,4.2 and up,"100,000+"
ps_id-29973,Video Players,4.35,4604,Varies with device,Free,Everyone,Apr 29 2020,Varies with device,Varies with device,"100,000+"
ps_id-28680,Tools,4.33,1426,8.9M,Free,Teen,May 04 2019,4.9,4.0 and up,"100,000+"
ps_id-26149,Entertainment,4.2,28948,Varies with device,Free,Teen,Sep 08 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-10268,Books And Reference,4.22,204,25M,Free,Everyone,Mar 25 2019,1,4.0 and up,"100,000+"
ps_id-24664,Dating,4.59,964,5.3M,Free,Mature 17+,Apr 01 2020,9.2,4.0.3 and up,"100,000+"
ps_id-7832,Sports,4.57,5998,6.8M,Free,Everyone,May 01 2020,4.2.0,4.1 and up,"100,000+"
ps_id-4378,Parenting,4.46,89,21M,Free,Everyone,Jan 30 2020,1.26,4.1 and up,"50,000+"
ps_id-8952,Game Simulation,4.75,85187,85M,Free,Teen,Apr 24 2020,1.8.1,4.4 and up,"1,000,000+"
ps_id-1791,Tools,4.25,224,529k,Free,Everyone,Jun 12 2019,1,4.4 and up,"100,000+"
ps_id-23930,Music And Audio,4.39,132,62M,Free,Teen,May 04 2020,1.9,4.0 and up,"50,000+"
ps_id-9036,Personalization,5.0,1,1.3M,Free,Everyone,Nov 17 2018,1,5.0 and up,100+
ps_id-36663,Education,4.67,3,20M,Free,Everyone,May 01 2020,1.3.0,4.1 and up,100+
ps_id-15052,Game Arcade,4.22,66687,37M,Free,Everyone 10+,Mar 17 2020,1.0.29,4.1 and up,"10,000,000+"
ps_id-23540,Entertainment,3.4,5,59M,Free,Everyone,Jan 07 2020,1.1,5.0 and up,"1,000+"
ps_id-3455,Family,4.7,198480,82M,Free,Everyone,Sep 07 2019,20.0,4.1 and up,"5,000,000+"
ps_id-15242,Video Players,3.6,1522,65M,Free,Everyone,Aug 21 2019,V1.5.3,4.4 and up,"100,000+"
ps_id-20333,Social,4.5,456866,Varies with device,Free,Teen,Sep 07 2019,Varies with device,Varies with device,"10,000,000+"
ps_id-16076,Game,4.4,1107197,Varies with device,Free,Teen,Sep 05 2019,1.8.2,4.4 and up,"10,000,000+"
ps_id-23256,Health And Fitness,2.84,185,5.1M,Free,Everyone,Mar 29 2019,5,5.0 and up,"10,000+"
ps_id-36367,Personalization,4.5,1237135,Varies with device,Free,Everyone,Aug 22 2019,Varies with device,Varies with device,"50,000,000+"
ps_id-5149,Tools,4.4,80,2.8M,Free,Everyone,Sep 21 2018,1.2,4.0.3 and up,"10,000+"
ps_id-7128,Photography,3.95,2698,11M,Free,Everyone,May 25 2016,0.9.1,4.1 and up,"100,000+"
ps_id-27107,Tools,4.44,88234,5.0M,Free,Everyone,May 01 2020,1.3.1.1,5.0 and up,"5,000,000+"
ps_id-35729,Tools,4.54,157,Varies with device,73.8342,Everyone,May 03 2020,Varies with device,5.0 and up,"10,000+"
ps_id-3648,Tools,3.4,25094,Varies with device,Free,Everyone,Aug 22 2019,Varies with device,Varies with device,"10,000,000+"
ps_id-32913,Game Card,4.1,1578,13M,Free,Teen,May 01 2020,6.05,4.1 and up,"100,000+"
ps_id-31803,Health And Fitness,4.3,141,3.2M,Free,Everyone,Apr 20 2020,0.9.1,4.4 and up,"10,000+"
ps_id-19348,Books And Reference,4.5,314,9.8M,Free,Everyone,Apr 21 2017,2.10,2.3.3 and up,"50,000+"
ps_id-26917,Game Arcade,4.47,19586,17M,Free,Everyone,Feb 22 2020,1.6,4.0.3 and up,"1,000,000+"
ps_id-23719,Tools,3.95,2930,5.1M,Free,Everyone,Apr 29 2020,4.0.0,4.1 and up,"100,000+"
ps_id-14447,Game Casual,4.34,206590,75M,Free,Everyone,Mar 26 2020,1.3.4.0,4.1 and up,"10,000,000+"
ps_id-18900,Education,4.4,2078,Varies with device,Free,Everyone,Jan 28 2019,1.0.2,4.1 and up,"100,000+"
ps_id-30233,Sports,4.26,156,3.6M,Free,Everyone,Nov 07 2019,0.9.081,6.0 and up,"10,000+"
ps_id-1000,Lifestyle,4.6,1946,3.3M,Free,Teen,Jan 27 2018,5,4.0 and up,"100,000+"
ps_id-22629,Game Racing,4.06,170553,47M,Free,Teen,Aug 16 2019,1.19,4.0.3 and up,"10,000,000+"
ps_id-28129,Game,4.7,6187,33M,Free,Teen,Aug 31 2019,1.15.0,4.0.3 and up,"100,000+"
ps_id-27637,Personalization,4.0,989,990k,Free,Everyone,Feb 13 2016,0.9,4.0.3 and up,"100,000+"
ps_id-7429,Auto And Vehicles,4.71,5430,22M,Free,Everyone,May 07 2020,1.0.53,4.0.3 and up,"100,000+"
ps_id-15886,Lifestyle,4.3,9412,1.7M,Free,Everyone,Jan 21 2018,1.5.1,4.0.3 and up,"1,000,000+"
ps_id-9466,Business,4.5,4458,3.9M,Free,Everyone,Aug 12 2019,3.3,4.1 and up,"500,000+"
ps_id-1186,News And Magazines,4.45,313,6.0M,Free,Everyone,Feb 25 2020,3.0.3,4.2 and up,"10,000+"
ps_id-4641,Books And Reference,4.45,22,3.2M,Free,Everyone,Dec 23 2019,1,4.1 and up,"1,000+"
ps_id-20359,Finance,3.85,123,10M,Free,Everyone,Aug 22 2019,4.12,4.4 and up,"10,000+"
ps_id-12773,Business,4.7,37,10M,Free,Everyone,Aug 03 2019,1.5,4.1 and up,"5,000+"
ps_id-12455,Game Adventure,4.25,37130,32M,Free,Teen,Aug 07 2019,2.6,4.0 and up,"1,000,000+"
ps_id-34475,Photography,3.3,582,28M,Free,Everyone,Oct 15 2016,1.1.6,4.4 and up,"100,000+"
ps_id-1106,Education,4.4,510,7.0M,Free,Everyone,Jan 21 2017,1,2.1 and up,"50,000+"
ps_id-1560,Health And Fitness,4.35,330,4.6M,Free,Everyone,Mar 15 2020,5.1,4.0.3 and up,"100,000+"
ps_id-28076,Sports,3.91,9122,15M,Free,Everyone 10+,May 04 2020,4.3.0,5.0 and up,"1,000,000+"
ps_id-21538,Education,4.39,146,5.1M,Free,Everyone,Feb 17 2020,3.2,4.0.3 and up,"10,000+"
ps_id-5004,Finance,4.0,967,22M,Free,Everyone,Sep 06 2019,1.2.1,4.1 and up,"100,000+"
ps_id-19199,Game Puzzle,4.86,14,52M,Free,Everyone,Jul 05 2019,1.1.0,4.4 and up,100+
ps_id-31357,Game Puzzle,4.63,16281,14M,Free,Everyone,Mar 27 2020,1.3.8,4.1 and up,"500,000+"
ps_id-1048,Sports,4.54,104,4.3M,Free,Everyone,Sep 14 2017,1.1.4,2.2 and up,"10,000+"
ps_id-34631,Tools,3.17,16716,1.2M,Free,Everyone,Oct 16 2019,1.5.20180911.38506,2.1 and up,"10,000,000+"
ps_id-16718,Beauty,4.52,50,18M,Free,Everyone,Aug 14 2019,1.3,4.0.3 and up,"10,000+"
ps_id-33631,Travel And Local,4.2,219848,Varies with device,Free,Everyone,Sep 06 2019,Varies with device,Varies with device,"50,000,000+"
ps_id-5816,Game Arcade,4.35,20557,86M,Free,Teen,Jan 23 2019,43,4.4 and up,"1,000,000+"
ps_id-34164,Entertainment,3.86,14,3.3M,Free,Everyone,Nov 15 2019,1.0.1.0,4.0 and up,"5,000+"
ps_id-26899,Game Puzzle,4.82,11170,Varies with device,Free,Everyone,Mar 04 2020,Varies with device,Varies with device,"500,000+"
ps_id-32530,Music And Audio,4.4,106,18M,Free,Everyone,Nov 04 2019,1,2.3 and up,"100,000+"
ps_id-30491,Productivity,4.19,570,522k,Free,Mature 17+,Jan 26 2013,1.4,2.2 and up,"50,000+"
ps_id-16938,Books And Reference,4.5,2096,17M,Free,Everyone,Mar 22 2020,6,4.0.3 and up,"1,000,000+"
ps_id-35523,Finance,4.31,2946,24M,Free,Everyone,Apr 10 2020,5.3.0,4.4 and up,"500,000+"
ps_id-6468,Books And Reference,4.7,146,34M,Free,Everyone,Jun 04 2019,1.1.3,4.4 and up,"5,000+"
ps_id-19103,Game Arcade,3.63,267,32M,Free,Everyone,Apr 21 2020,2.0.3,4.4 and up,"100,000+"
ps_id-34689,Video Players,4.58,73245,19M,Free,Everyone,May 07 2020,1.8.7,4.0.3 and up,"5,000,000+"
ps_id-25576,Tools,4.49,987,1.5M,Free,Everyone,Dec 09 2019,4.1,5.0 and up,"100,000+"
ps_id-19528,Food And Drink,4.64,4535,4.6M,Free,Everyone,Nov 01 2019,2.7.2,4.1 and up,"100,000+"
ps_id-15555,Education,4.35,113,57M,Free,Everyone,Aug 29 2019,1,4.0.3 and up,"10,000+"
ps_id-15103,Dating,4.7,791,3.7M,Free,Mature 17+,Jun 19 2019,8.2,4.0.3 and up,"10,000+"
ps_id-23264,Health And Fitness,4.08,8688,63M,Free,Everyone,May 02 2020,4.4.0,5.1 and up,"1,000,000+"
ps_id-2046,Entertainment,3.95,1932,22M,Free,Teen,Apr 22 2020,2.3,4.0.3 and up,"1,000,000+"
ps_id-28203,Tools,5.0,1,9.2M,Free,Teen,Apr 19 2020,2,4.0.3 and up,"1,000+"
ps_id-33081,Tools,4.67,3,498k,Free,Everyone,May 16 2015,1.1.1,3.0 and up,500+
ps_id-1405,Food And Drink,4.67,605,7.9M,Free,Everyone,Nov 18 2019,1.0.0,4.0 and up,"100,000+"
ps_id-23491,Events,4.1,3089,Varies with device,Free,Everyone,Aug 16 2019,Varies with device,Varies with device,"100,000+"
ps_id-12440,Business,3.79,14,54M,Free,Everyone,Mar 29 2020,1.4.17,4.0 and up,"10,000+"
ps_id-33045,Video Players,4.54,3022,3.8M,Free,Everyone,Mar 06 2019,3,4.1 and up,"100,000+"
ps_id-21813,Communication,4.31,18749,Varies with device,Free,Everyone,May 06 2020,66.0.0.27.86,Varies with device,"1,000,000+"
ps_id-9199,Sports,3.9,47688,17M,Free,Everyone,Jun 22 2017,1.0.15,2.3 and up,"5,000,000+"
ps_id-36198,Education,4.13,258,28M,Free,Everyone,Oct 05 2018,1,2.3 and up,"10,000+"
ps_id-17374,Family,3.4,17,246k,Free,Everyone,Dec 26 2015,1.0,4.0 and up,"1,000+"
ps_id-10975,Game Casual,4.35,105771,13M,Free,Everyone,Nov 21 2019,1.12.33,4.1 and up,"5,000,000+"
ps_id-919,Business,3.82,406,7.9M,Free,Everyone,Apr 09 2020,2.4.8,4.2 and up,"100,000+"
ps_id-4459,Parenting,4.68,2770,21M,Free,Everyone,Apr 11 2020,4.0.6,5.0 and up,"100,000+"
ps_id-28591,Music And Audio,4.71,328,24M,Free,Everyone,Apr 24 2018,1.0.108,4.0.3 and up,"50,000+"
ps_id-1956,Books And Reference,4.82,97,37M,Free,Everyone,Nov 14 2019,1.1,2.3 and up,"10,000+"
ps_id-4331,Game,3.9,24,64M,148.4142,Teen,Nov 21 2018,0.8.17,3.2 and up,"1,000+"
ps_id-16792,Personalization,4.0,34,7.2M,Free,Teen,Nov 17 2019,1.3,4.1 and up,"5,000+"
ps_id-32284,Dating,3.4,5,14M,Free,Mature 17+,Aug 13 2019,1.2,4.1 and up,500+
ps_id-33946,Productivity,3.8,24517,22M,Free,Everyone,Jun 27 2019,4.2.17,5.0 and up,"10,000,000+"
ps_id-14572,Music And Audio,4.47,3133,15M,Free,Teen,Feb 17 2020,1.3,4.0 and up,"500,000+"
ps_id-17633,Medical,4.17,6,36M,Free,Everyone,May 02 2019,1,5.0 and up,"5,000+"
ps_id-31232,Entertainment,3.89,93,11M,Free,Everyone,Jan 09 2020,3.1.0,4.1 and up,"10,000+"
ps_id-13414,Entertainment,4.17,9984,10M,Free,Everyone,May 04 2020,2.6,5.0 and up,"500,000+"
ps_id-30424,Entertainment,4.16,2848,5.6M,Free,Everyone,Nov 06 2019,17,4.0.3 and up,"100,000+"
ps_id-26786,Game Role Playing,4.34,950,4.3M,446.7342,Everyone 10+,Dec 12 2019,1.1.1,4.0 and up,"10,000+"
ps_id-2394,Business,3.42,1356,26M,Free,Everyone,Apr 17 2020,1.0.5,4.0.3 and up,"50,000+"
ps_id-31324,Tools,4.23,44755,5.4M,Free,Everyone,Apr 30 2020,2.1.9,5.0 and up,"5,000,000+"
ps_id-153,Books And Reference,4.4,47,1.4M,229.7064,Everyone,Jul 01 2017,1.22,2.2 and up,"1,000+"
ps_id-6509,Business,3.4,54,5.7M,Free,Everyone,Sep 01 2017,3.61,2.3.3 and up,"10,000+"
ps_id-22027,Game Trivia,4.51,64324,Varies with device,Free,Everyone,May 06 2020,18.0.0,4.4 and up,"1,000,000+"
ps_id-30979,Books And Reference,4.55,22,15M,Free,Everyone,May 08 2019,1.2.11,4.0.3 and up,"5,000+"
ps_id-18746,Personalization,4.1,797,6.7M,Free,Everyone,Sep 02 2019,1.279.13.98,4.0.3 and up,"50,000+"
ps_id-1833,Books And Reference,4.5,276,24M,Free,Everyone,Apr 14 2020,5.2,4.1 and up,"50,000+"
ps_id-20347,Shopping,4.1,28523,29M,Free,Everyone,Sep 07 2019,18.10.157066,4.4 and up,"5,000,000+"
ps_id-14740,Photography,4.3,1191,2.4M,Free,Everyone,Oct 05 2016,1.0.1,2.3.3 and up,"100,000+"
ps_id-32376,Books And Reference,4.36,1251,4.2M,Free,Everyone,Mar 10 2020,Winter,4.0 and up,"500,000+"
ps_id-27349,Music And Audio,4.55,4981,5.1M,Free,Teen,May 05 2020,4.9.49,4.4 and up,"100,000+"
ps_id-24640,Personalization,4.0,24215,Varies with device,Free,Everyone,Sep 07 2019,Varies with device,Varies with device,"1,000,000+"
ps_id-1528,Travel And Local,4.75,712,49M,Free,Everyone,Mar 11 2020,1,4.1 and up,"100,000+"
ps_id-18904,Game Educational,3.82,10308,32M,Free,Everyone,Oct 22 2019,1.5.7,4.0.3 and up,"5,000,000+"
