Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2013-09-25,1.85,1.85,1.69,1.69,1.70555810749,6531.0,24.0,11139.0,6510.0,99.68,0.16,-0.16
2013-09-24,1.88,1.88,1.73,1.77,1.73109932865,104864.0,54.0,181530.0,101900.0,97.17,0.15,-0.11
2013-09-23,1.88,1.88,1.82,1.82,1.83404619333,3507.0,7.0,6432.0,3500.0,99.8,0.06,-0.06
2013-09-20,1.86,1.86,1.7,1.83,1.70019124427,67453.0,37.0,114683.0,67453.0,100.0,0.16,-0.03
2013-09-19,1.82,1.82,1.7,1.78,1.76355140187,1070.0,3.0,1887.0,1070.0,100.0,0.12,-0.04
2013-09-18,1.75,1.75,1.74,1.74,1.73995248466,10102.0,5.0,17577.0,10101.0,99.99,0.01,-0.01
2013-09-17,1.69,1.69,1.69,1.69,1.68636363636,220.0,6.0,371.0,110.0,50.0,0.0,0.0
2013-09-16,1.57,1.71,1.57,1.68,1.63715277778,11520.0,72.0,18860.0,6261.0,54.35,0.14,0.11
2013-09-13,1.72,1.72,1.65,1.65,1.66621335751,6618.0,38.0,11027.0,4716.0,71.26,0.07,-0.07
2013-09-12,1.8,1.82,1.68,1.73,1.72942036045,4106.0,36.0,7101.0,2904.0,70.73,0.14,-0.07
2013-09-11,1.84,1.84,1.74,1.74,1.81151336561,9502.0,9.0,17213.0,9502.0,100.0,0.1,-0.1
2013-09-10,1.82,1.82,1.7,1.77,1.73368134153,21647.0,63.0,37529.0,18505.0,85.49,0.12,-0.05
2013-09-06,1.86,1.86,1.7,1.75,1.75830087182,5391.0,29.0,9479.0,4852.0,90.0,0.16,-0.11
2013-09-05,1.8,1.8,1.74,1.78,1.771875,3200.0,14.0,5670.0,1945.0,60.78,0.06,-0.02
2013-09-04,1.77,1.77,1.77,1.77,1.7,10.0,1.0,17.0,10.0,100.0,0.0,0.0
2013-09-03,1.74,1.74,1.74,1.74,1.74,2750.0,8.0,4785.0,2750.0,100.0,0.0,0.0
2013-09-02,1.75,1.75,1.75,1.75,1.74857142857,350.0,5.0,612.0,350.0,100.0,0.0,0.0
2013-08-30,1.73,1.75,1.73,1.75,1.72881355932,413.0,10.0,714.0,412.0,99.76,0.02,0.02
2013-08-29,1.75,1.8,1.75,1.76,1.76818866031,3986.0,33.0,7048.0,2200.0,55.19,0.05,0.01
2013-08-28,1.74,1.78,1.73,1.78,1.75246656435,13683.0,42.0,23979.0,10350.0,75.64,0.05,0.04
2013-08-27,1.77,1.77,1.72,1.76,1.72540983607,1464.0,17.0,2526.0,1459.0,99.66,0.05,-0.01
2013-08-26,1.76,1.76,1.75,1.75,1.75333333333,300.0,2.0,526.0,300.0,100.0,0.01,-0.01
2013-08-23,1.76,1.76,1.73,1.75,1.74178131789,6905.0,18.0,12027.0,6900.0,99.93,0.03,-0.01
2013-08-22,1.78,1.78,1.74,1.76,1.76446471154,47806.0,48.0,84352.0,44056.0,92.16,0.04,-0.02
2013-08-21,1.78,1.78,1.77,1.77,1.76896551724,290.0,11.0,513.0,290.0,100.0,0.01,-0.01
2013-08-20,1.76,1.76,1.76,1.76,1.76,600.0,11.0,1056.0,600.0,100.0,0.0,0.0
2013-08-19,1.74,1.74,1.69,1.74,1.70725326992,4205.0,27.0,7179.0,200.0,4.76,0.05,0.0
2013-08-16,1.71,1.74,1.71,1.72,1.72939375383,16330.0,55.0,28241.0,10150.0,62.16,0.03,0.01
2013-08-14,1.67,1.72,1.67,1.71,1.68390834192,38840.0,60.0,65403.0,37838.0,97.42,0.05,0.04
2013-08-13,1.71,1.71,1.66,1.7,1.69496855346,25440.0,93.0,43120.0,21175.0,83.24,0.05,-0.01
2013-08-12,1.7,1.7,1.68,1.69,1.68847751622,68605.0,99.0,115838.0,59544.0,86.79,0.02,-0.01
2013-08-08,1.68,1.68,1.62,1.67,1.65095692877,52982.0,36.0,87471.0,42819.0,80.82,0.06,-0.01
2013-08-07,1.67,1.67,1.61,1.65,1.62977291842,5945.0,40.0,9689.0,3445.0,57.95,0.06,-0.02
2013-08-06,1.67,1.67,1.64,1.64,1.65773785218,61225.0,52.0,101495.0,56225.0,91.83,0.03,-0.03
2013-08-05,1.67,1.67,1.67,1.67,1.66998106061,2112.0,13.0,3527.0,2112.0,100.0,0.0,0.0
2013-08-02,1.7,1.7,1.66,1.68,1.6690616019,16006.0,63.0,26715.0,12000.0,74.97,0.04,-0.02
2013-08-01,1.74,1.74,1.69,1.69,1.69438301636,11305.0,33.0,19155.0,11302.0,99.97,0.05,-0.05
2013-07-31,1.74,1.74,1.72,1.72,1.72012132965,40221.0,42.0,69185.0,32243.0,80.16,0.02,-0.02
2013-07-30,1.76,1.8,1.75,1.75,1.7555917987,81548.0,72.0,143165.0,60334.0,73.99,0.05,-0.01
2013-07-29,1.8,1.8,1.76,1.78,1.77896437856,42699.0,76.0,75960.0,34699.0,81.26,0.04,-0.02
2013-07-26,1.81,1.81,1.77,1.79,1.78373412679,61503.0,130.0,109705.0,39726.0,64.59,0.04,-0.02
2013-07-25,1.84,1.84,1.8,1.8,1.80025175045,38133.0,60.0,68649.0,31133.0,81.64,0.04,-0.04
2013-07-24,1.85,1.85,1.79,1.83,1.82633444196,91705.0,222.0,167484.0,64918.0,70.79,0.06,-0.02
2013-07-23,1.82,1.82,1.76,1.82,1.78333526505,94907.0,250.0,169251.0,69607.0,73.34,0.06,0.0
2013-07-22,1.79,1.79,1.76,1.79,1.78072088618,34846.0,77.0,62051.0,26830.0,77.0,0.03,0.0
2013-07-19,1.75,1.76,1.73,1.76,1.75880616262,58936.0,129.0,103657.0,47126.0,79.96,0.03,0.01
2013-07-18,1.68,1.74,1.68,1.73,1.73373410304,46078.0,195.0,79887.0,37723.0,81.87,0.06,0.05
2013-07-17,1.75,1.75,1.69,1.71,1.7235001105,58821.0,186.0,101378.0,54591.0,92.81,0.06,-0.04
2013-07-16,1.74,1.74,1.68,1.72,1.72643764003,13390.0,92.0,23117.0,13265.0,99.07,0.06,-0.02
2013-07-15,1.71,1.71,1.71,1.71,1.70989433237,3123.0,4.0,5340.0,3123.0,100.0,0.0,0.0
2013-07-12,1.68,1.68,1.68,1.68,1.67991817858,11244.0,73.0,18889.0,11244.0,100.0,0.0,0.0
2013-07-11,1.65,1.65,1.65,1.65,1.65,24100.0,99.0,39765.0,23100.0,95.85,0.0,0.0
2013-07-10,1.64,1.65,1.59,1.62,1.59565324461,207097.0,363.0,330455.0,177124.0,85.53,0.06,-0.02
2013-07-09,1.68,1.68,1.62,1.62,1.6283386066,110937.0,175.0,180643.0,79677.0,71.82,0.06,-0.06
2013-07-08,1.65,1.68,1.64,1.65,1.65662797058,65812.0,206.0,109026.0,59412.0,90.28,0.04,0.0
2013-07-05,1.7,1.7,1.67,1.67,1.67744044894,168217.0,430.0,282174.0,138217.0,82.17,0.03,-0.03
2013-07-04,1.68,1.74,1.68,1.7,1.70919127448,127534.0,366.0,217980.0,119034.0,93.34,0.06,0.02
2013-07-03,1.76,1.76,1.7,1.71,1.71437902364,277112.0,272.0,475075.0,228820.0,82.57,0.06,-0.05
2013-07-02,1.68,1.74,1.68,1.73,1.70184142591,331971.0,264.0,564962.0,321332.0,96.8,0.06,0.05
2013-07-01,1.71,1.71,1.71,1.71,1.70977917981,951.0,9.0,1626.0,951.0,100.0,0.0,0.0
2013-06-28,1.74,1.74,1.74,1.74,1.73943661972,1704.0,64.0,2964.0,1704.0,100.0,0.0,0.0
2013-06-27,1.77,1.77,1.77,1.77,1.77,1200.0,170.0,2124.0,1200.0,100.0,0.0,0.0
2013-06-26,1.8,1.8,1.8,1.8,1.79975429975,814.0,121.0,1465.0,814.0,100.0,0.0,0.0
2013-06-25,1.83,1.83,1.83,1.83,1.82935647144,1383.0,212.0,2530.0,1383.0,100.0,0.0,0.0
2013-06-24,1.86,1.86,1.86,1.86,1.85951661631,662.0,200.0,1231.0,662.0,100.0,0.0,0.0
2013-06-21,1.89,1.89,1.89,1.89,1.88999489535,3918.0,277.0,7405.0,3918.0,100.0,0.0,0.0
2013-06-20,1.92,1.92,1.92,1.92,1.91954022989,870.0,136.0,1670.0,870.0,100.0,0.0,0.0
2013-06-19,1.95,1.95,1.95,1.95,1.94934640523,612.0,199.0,1193.0,612.0,100.0,0.0,0.0
2013-06-18,1.98,1.98,1.98,1.98,1.97992916175,847.0,177.0,1677.0,847.0,100.0,0.0,0.0
2013-06-17,2.02,2.02,2.02,2.02,2.01956745623,971.0,141.0,1961.0,971.0,100.0,0.0,0.0
2013-06-14,2.06,2.06,2.06,2.06,2.05871886121,562.0,110.0,1157.0,562.0,100.0,0.0,0.0
2013-06-13,2.1,2.1,2.1,2.1,2.09677419355,248.0,72.0,520.0,248.0,100.0,0.0,0.0
2013-06-12,2.14,2.14,2.14,2.14,2.13894736842,475.0,152.0,1016.0,475.0,100.0,0.0,0.0
2013-06-11,2.18,2.18,2.18,2.18,2.17834394904,157.0,94.0,342.0,157.0,100.0,0.0,0.0
2013-06-10,2.22,2.22,2.22,2.22,2.2,10.0,10.0,22.0,10.0,100.0,0.0,0.0
2013-06-07,2.26,2.26,2.26,2.26,2.25946969697,1056.0,14.0,2386.0,1056.0,100.0,0.0,0.0
2013-06-06,2.3,2.3,2.3,2.3,2.29523809524,105.0,2.0,241.0,105.0,100.0,0.0,0.0
2013-06-05,2.34,2.34,2.34,2.34,2.2,5.0,5.0,11.0,5.0,100.0,0.0,0.0
2013-06-04,2.38,2.38,2.38,2.38,2.38,13000.0,5.0,30940.0,13000.0,100.0,0.0,0.0
2013-06-03,2.42,2.42,2.42,2.42,2.41999811871,106310.0,6.0,257270.0,106310.0,100.0,0.0,0.0
2013-05-31,2.46,2.46,2.46,2.46,2.46,1550.0,5.0,3813.0,1550.0,100.0,0.0,0.0
2013-05-30,2.55,2.55,2.5,2.5,2.51162790698,4300.0,6.0,10800.0,4300.0,100.0,0.05,-0.05
2013-05-29,2.55,2.55,2.55,2.55,2.548,250.0,2.0,637.0,250.0,100.0,0.0,0.0
2013-05-28,2.6,2.6,2.6,2.6,2.6,650.0,4.0,1690.0,650.0,100.0,0.0,0.0
2013-05-27,2.65,2.65,2.65,2.65,2.61538461538,26.0,2.0,68.0,26.0,100.0,0.0,0.0
2013-05-24,2.7,2.7,2.7,2.7,2.7,20.0,11.0,54.0,20.0,100.0,0.0,0.0
2013-05-23,2.75,2.75,2.75,2.75,2.74761904762,210.0,3.0,577.0,210.0,100.0,0.0,0.0
2013-05-22,2.8,2.8,2.8,2.8,2.8,10010.0,19.0,28028.0,10010.0,100.0,0.0,0.0
2013-05-21,2.85,2.85,2.85,2.85,2.85,100.0,1.0,285.0,100.0,100.0,0.0,0.0
2013-05-20,2.9,2.9,2.9,2.9,2.9,22400.0,25.0,64960.0,22400.0,100.0,0.0,0.0
2013-05-17,2.95,2.95,2.95,2.95,2.94977777778,2250.0,2.0,6637.0,2250.0,100.0,0.0,0.0
2013-05-16,3.01,3.01,3.01,3.01,3.01,30900.0,102.0,93009.0,30900.0,100.0,0.0,0.0
2013-05-15,3.07,3.07,3.07,3.07,3.07,900.0,2.0,2763.0,900.0,100.0,0.0,0.0
2013-05-14,3.13,3.13,3.13,3.13,3.12986512524,2595.0,14.0,8122.0,2595.0,100.0,0.0,0.0
2013-05-13,3.19,3.19,3.19,3.19,3.18997923157,19260.0,57.0,61439.0,19260.0,100.0,0.0,0.0
2013-05-11,3.25,3.25,3.25,3.25,3.24,50.0,1.0,162.0,50.0,100.0,0.0,0.0
2013-05-10,3.31,3.31,3.31,3.31,3.30994152047,10089.0,83.0,33394.0,10089.0,100.0,0.0,0.0
2013-05-09,3.37,3.37,3.37,3.37,3.36936170213,1175.0,14.0,3959.0,1175.0,100.0,0.0,0.0
2013-05-08,3.43,3.43,3.43,3.43,3.42996031746,5040.0,10.0,17287.0,5040.0,100.0,0.0,0.0
2013-05-07,3.49,3.49,3.49,3.49,3.48780487805,205.0,2.0,715.0,205.0,100.0,0.0,0.0
2013-05-06,3.56,3.56,3.56,3.56,3.55999208107,80819.0,11.0,287715.0,80819.0,100.0,0.0,0.0
2013-05-03,3.66,3.66,3.53,3.63,3.63149706527,14141.0,79.0,51353.0,14141.0,100.0,0.13,-0.03
2013-05-02,3.71,3.71,3.53,3.59,3.56935652694,20063.0,46.0,71612.0,20063.0,100.0,0.18,-0.12
2013-04-30,3.71,3.71,3.71,3.71,3.70997150997,8775.0,11.0,32555.0,8775.0,100.0,0.0,0.0
2013-04-29,3.9,3.9,3.9,3.9,3.89999611157,154304.0,25.0,601785.0,154304.0,100.0,0.0,0.0
2013-04-26,4.1,4.1,4.1,4.1,4.1,2600.0,5.0,10660.0,2600.0,100.0,0.0,0.0
2013-04-25,4.31,4.31,4.31,4.31,4.30909090909,1045.0,5.0,4503.0,1045.0,100.0,0.0,0.0
2013-04-23,4.53,4.53,4.53,4.53,4.52984822934,2965.0,7.0,13431.0,2965.0,100.0,0.0,0.0
2013-04-22,5.1,5.1,4.76,4.76,4.77118644068,1180.0,7.0,5630.0,1180.0,100.0,0.34,-0.34
2013-04-18,5.5,5.5,5.01,5.01,5.01001053741,3796.0,15.0,19018.0,3796.0,100.0,0.49,-0.49
2013-04-17,5.57,5.57,5.17,5.27,5.21476005513,7981.0,46.0,41619.0,7981.0,100.0,0.4,-0.3
2013-04-16,5.22,5.54,5.22,5.44,5.42250023128,140523.0,61.0,761986.0,140523.0,100.0,0.32,0.22
2013-04-15,5.24,5.57,5.24,5.49,5.28509879221,168738.0,55.0,891797.0,168738.0,100.0,0.33,0.25
2013-04-12,5.51,5.51,5.51,5.51,5.50998468606,32650.0,28.0,179901.0,32650.0,100.0,0.0,0.0
2013-04-11,5.79,6.38,5.79,5.79,5.82433130062,61986.0,62.0,361027.0,61986.0,100.0,0.59,0.0
2013-04-10,6.7,6.7,6.09,6.09,6.09630108918,27819.0,71.0,169593.0,27819.0,100.0,0.61,-0.61
2013-04-09,6.8,6.84,6.4,6.4,6.46206710784,137361.0,86.0,887636.0,137361.0,100.0,0.44,-0.4
2013-04-08,6.3,6.9,6.3,6.73,6.57184855689,195585.0,79.0,1285355.0,195585.0,100.0,0.6,0.43
2013-04-05,6.68,6.68,6.12,6.63,6.59368215598,191616.0,91.0,1263455.0,191616.0,100.0,0.56,-0.05
2013-04-04,6.45,6.8,6.39,6.44,6.42630394493,75540.0,77.0,485443.0,75540.0,100.0,0.41,-0.01
2013-04-03,7.28,7.28,6.72,6.72,6.72161485372,32746.0,42.0,220106.0,32746.0,100.0,0.56,-0.56
2013-04-02,7.4,7.4,6.87,7.07,7.04195642906,143077.0,147.0,1007542.0,143077.0,100.0,0.53,-0.33
2013-04-01,7.23,7.35,7.23,7.23,7.23066301631,84010.0,65.0,607448.0,73033.0,86.93,0.12,0.0
2013-03-28,8.0,8.3,7.6,7.6,7.62204702551,36023.0,78.0,274569.0,34002.0,94.39,0.7,-0.4
2013-03-26,8.98,9.08,8.37,8.44,8.66445989996,218117.0,214.0,1889866.0,100253.0,45.96,0.71,-0.54
2013-03-25,10.0,10.29,9.04,9.29,9.63517874761,650694.0,432.0,6269553.0,402872.0,61.91,1.25,-0.71
2013-03-22,10.8,10.8,9.9,10.04,9.98868852845,424790.0,203.0,4243095.0,292434.0,68.84,0.9,-0.76
2013-03-21,10.29,10.29,9.77,9.98,9.96414324584,309091.0,176.0,3079827.0,240052.0,77.66,0.52,-0.31
2013-03-20,10.41,10.41,9.16,9.95,10.0808099424,249598.0,141.0,2516150.0,194370.0,77.87,1.25,-0.46
2013-03-19,9.99,9.99,9.5,9.87,9.86145526797,305497.0,172.0,3012645.0,238887.0,78.2,0.49,-0.12
2013-03-18,9.91,9.91,8.9,9.8,9.53943775472,562139.0,244.0,5362490.0,383062.0,68.14,1.01,-0.11
2013-03-15,9.35,9.59,8.71,9.46,9.17698112322,596606.0,258.0,5475042.0,464297.0,77.82,0.88,0.11
2013-03-14,8.71,9.15,8.31,9.01,8.81084883086,413722.0,189.0,3645242.0,341127.0,82.45,0.84,0.3
2013-03-13,8.2,8.59,8.05,8.53,8.32917627788,252743.0,129.0,2105141.0,177107.0,70.07,0.54,0.33
2013-03-12,8.75,8.77,7.99,8.38,8.31913426953,452612.0,162.0,3765340.0,284189.0,62.79,0.78,-0.37
2013-03-11,8.01,8.58,8.01,8.53,8.3638553812,297610.0,149.0,2489167.0,212406.0,71.37,0.57,0.52
2013-03-08,8.35,8.36,7.95,8.26,8.1613571069,494611.0,248.0,4036697.0,337204.0,68.18,0.41,-0.09
2013-03-07,7.96,8.5,7.96,8.14,8.09840954889,323556.0,154.0,2620289.0,261622.0,80.86,0.54,0.18
2013-03-06,7.9,8.35,7.84,8.16,8.0878080622,683263.0,386.0,5526100.0,337108.0,49.34,0.51,0.26
2013-03-05,8.0,8.35,7.8,8.25,8.05858095559,566959.0,215.0,4568885.0,294198.0,51.89,0.55,0.25
2013-03-04,8.03,8.3,7.76,8.2,7.99026285625,407409.0,233.0,3255305.0,246996.0,60.63,0.54,0.17
2013-03-01,8.11,8.4,7.86,8.16,8.25413632309,316102.0,143.0,2609149.0,222208.0,70.3,0.54,0.05
2013-02-28,8.08,8.29,8.0,8.27,8.25380188469,515205.0,127.0,4252400.0,435491.0,84.53,0.29,0.19
2013-02-27,8.05,8.12,7.73,8.07,7.99244884164,406825.0,134.0,3251528.0,364321.0,89.55,0.39,0.02
2013-02-26,7.6,7.8,7.41,7.77,7.69535563332,398655.0,131.0,3067792.0,335087.0,84.05,0.39,0.17
2013-02-25,7.43,7.54,7.11,7.53,7.38903262927,276347.0,134.0,2041937.0,194176.0,70.27,0.43,0.1
2013-02-22,7.29,7.5,6.93,7.41,7.23574851391,812196.0,247.0,5876846.0,556672.0,68.54,0.57,0.12
2013-02-21,7.1,7.36,7.01,7.29,7.23688334483,638120.0,168.0,4618000.0,532770.0,83.49,0.35,0.19
2013-02-20,7.15,7.29,7.01,7.26,7.1612559007,535106.0,151.0,3832031.0,350244.0,65.45,0.28,0.11
2013-02-19,7.34,7.34,6.95,7.13,7.08138829627,471542.0,168.0,3339172.0,361627.0,76.69,0.39,-0.21
2013-02-18,7.1,7.18,6.8,7.09,7.02465235697,348202.0,110.0,2445998.0,174061.0,49.99,0.38,-0.01
2013-02-15,7.02,7.2,6.7,6.96,6.84470234248,476588.0,200.0,3262103.0,214415.0,44.99,0.5,-0.06
2013-02-14,7.28,7.28,6.77,7.02,6.96538648352,704118.0,355.0,4904454.0,357110.0,50.72,0.51,-0.26
2013-02-13,7.16,7.42,6.94,7.12,7.11583239205,807408.0,196.0,5745380.0,421133.0,52.16,0.48,-0.04
2013-02-12,7.16,7.5,7.1,7.3,7.26340600684,782541.0,195.0,5683913.0,455880.0,58.26,0.4,0.14
2013-02-11,7.1,7.32,6.99,7.28,7.24986447039,191840.0,69.0,1390814.0,124708.0,65.01,0.33,0.18
2013-02-08,7.05,7.38,7.04,7.23,7.21860704483,139904.0,45.0,1009912.0,116345.0,83.16,0.34,0.18
2013-02-07,6.95,7.24,6.9,7.23,7.09480796586,295260.0,99.0,2094813.0,244776.0,82.9,0.34,0.28
2013-02-06,7.0,7.0,6.82,6.96,6.91324046464,224690.0,126.0,1553336.0,184355.0,82.05,0.18,-0.04
2013-02-05,6.99,7.0,6.63,6.92,6.78191089853,126485.0,137.0,857810.0,87754.0,69.38,0.37,-0.07
2013-02-04,7.45,7.45,6.97,6.97,7.02085670723,139044.0,130.0,976208.0,72816.0,52.37,0.48,-0.48
2013-02-01,7.22,7.46,7.09,7.33,7.24432397208,144247.0,105.0,1044972.0,80831.0,56.04,0.37,0.11
2013-01-31,7.57,7.57,7.19,7.46,7.39066155142,74809.0,57.0,552888.0,58140.0,77.72,0.38,-0.11
2013-01-30,7.49,7.49,7.12,7.37,7.35611725104,402828.0,126.0,2963250.0,295854.0,73.44,0.37,-0.12
2013-01-29,7.3,7.32,7.0,7.3,7.25554366734,442081.0,150.0,3207538.0,348569.0,78.85,0.32,0.0
2013-01-28,7.3,7.34,6.98,7.19,7.14272114112,557766.0,204.0,3983967.0,370138.0,66.36,0.36,-0.11
2013-01-25,7.29,7.39,6.85,7.05,7.07769929364,765052.0,219.0,5414808.0,432056.0,56.47,0.54,-0.24
2013-01-24,7.17,7.39,7.12,7.2,7.16264727595,849341.0,175.0,6083530.0,508546.0,59.88,0.27,0.03
2013-01-23,7.9,7.92,7.39,7.49,7.72691154097,230050.0,88.0,1777576.0,157836.0,68.61,0.53,-0.41
2013-01-22,8.1,8.1,7.5,7.68,7.79004415408,328169.0,187.0,2556451.0,186015.0,56.68,0.6,-0.42
2013-01-21,7.79,7.81,7.4,7.74,7.58931032262,232935.0,118.0,1767816.0,157034.0,67.42,0.41,-0.05
2013-01-18,7.45,7.56,7.15,7.49,7.41379740688,368591.0,134.0,2732659.0,278867.0,75.66,0.41,0.04
2013-01-17,7.87,8.09,7.21,7.22,7.58015776134,203979.0,161.0,1546193.0,169437.0,83.07,0.88,-0.65
2013-01-16,8.15,8.39,7.7,8.01,8.01079257354,205697.0,158.0,1647796.0,155662.0,75.68,0.69,-0.14
2013-01-15,8.12,8.18,7.95,8.17,8.14544109184,389216.0,160.0,3170336.0,248326.0,63.8,0.23,0.05
2013-01-14,8.85,9.17,8.02,8.23,8.32533587485,488947.0,353.0,4070648.0,305726.0,62.53,1.15,-0.62
2013-01-11,9.25,9.29,8.32,8.91,8.94645398395,545288.0,568.0,4878394.0,375252.0,68.82,0.97,-0.34
2013-01-10,9.26,9.55,8.82,9.23,9.27185132348,259355.0,138.0,2404701.0,245398.0,94.62,0.73,-0.03
2013-01-09,9.7,9.78,9.06,9.26,9.26244136543,322975.0,132.0,2991537.0,233963.0,72.44,0.72,-0.44
2013-01-08,9.1,9.2,8.18,9.13,8.94621776081,263693.0,246.0,2359055.0,185308.0,70.27,1.02,0.03
2013-01-07,8.5,9.22,8.48,9.08,9.02670833868,249248.0,114.0,2249889.0,199985.0,80.24,0.74,0.58
2013-01-04,9.0,9.0,8.5,8.91,8.80707538265,286034.0,181.0,2519123.0,241775.0,84.53,0.5,-0.09
2013-01-03,8.93,8.93,8.5,8.78,8.66568355194,301762.0,166.0,2614974.0,254511.0,84.34,0.43,-0.15
2013-01-02,8.7,8.7,8.45,8.56,8.55254270798,374286.0,113.0,3201097.0,335959.0,89.76,0.25,-0.14
2013-01-01,8.16,8.6,8.05,8.55,8.31299108544,474841.0,233.0,3947349.0,336347.0,70.83,0.55,0.39
2012-12-31,8.29,8.58,7.98,8.44,8.4233599374,250463.0,127.0,2109740.0,218387.0,87.19,0.6,0.15
2012-12-28,8.65,8.65,7.95,8.35,8.06296557108,444481.0,183.0,3583835.0,347413.0,78.16,0.7,-0.3
2012-12-27,8.3,8.6,8.0,8.36,8.31846288891,256325.0,130.0,2132230.0,200595.0,78.26,0.6,0.06
2012-12-26,8.5,8.73,7.91,8.23,8.0868262499,614768.0,343.0,4971522.0,375336.0,61.05,0.82,-0.27
2012-12-24,9.18,9.18,8.32,8.32,8.3280476448,312479.0,199.0,2602340.0,192362.0,61.56,0.86,-0.86
2012-12-21,9.15,9.28,8.67,8.75,8.89248388131,280730.0,177.0,2496387.0,241138.0,85.9,0.61,-0.4
2012-12-20,9.0,9.3,8.7,9.12,9.09009442099,353629.0,152.0,3214521.0,274141.0,77.52,0.6,0.12
2012-12-19,9.0,9.24,8.55,8.93,8.84445503428,281192.0,137.0,2486990.0,266284.0,94.7,0.69,-0.07
2012-12-18,9.51,9.51,8.62,8.83,8.80216470036,358202.0,286.0,3152953.0,292684.0,81.71,0.89,-0.68
2012-12-17,9.24,9.33,8.75,9.07,9.08534877345,335576.0,194.0,3048825.0,277294.0,82.63,0.58,-0.17
2012-12-14,9.48,9.48,8.96,9.05,9.03178518391,627588.0,228.0,5668240.0,421571.0,67.17,0.52,-0.43
2012-12-13,9.72,9.72,9.01,9.43,9.45647855995,184771.0,135.0,1747283.0,171326.0,92.72,0.71,-0.29
2012-12-12,9.24,9.43,9.1,9.37,9.37534091229,213398.0,150.0,2000679.0,158694.0,74.37,0.33,0.13
2012-12-11,9.57,9.57,8.94,9.14,9.070602709,330823.0,282.0,3000764.0,255451.0,77.22,0.63,-0.43
2012-12-10,9.29,9.45,9.05,9.41,9.33211043695,170088.0,133.0,1587280.0,158254.0,93.04,0.4,0.12
2012-12-07,9.16,9.44,9.11,9.29,9.2680416204,403456.0,567.0,3739247.0,250227.0,62.02,0.33,0.13
2012-12-06,9.85,9.85,9.07,9.58,9.53817471815,238155.0,254.0,2271564.0,185195.0,77.76,0.78,-0.27
2012-12-05,9.19,9.42,9.01,9.4,9.31976416929,483228.0,195.0,4503571.0,398614.0,82.49,0.41,0.21
2012-12-04,8.99,9.25,8.65,9.19,9.078688205,297516.0,187.0,2701055.0,192047.0,64.55,0.6,0.2
2012-12-03,8.9,8.9,8.45,8.86,8.78492626836,227243.0,151.0,1996313.0,167734.0,73.81,0.45,-0.04
2012-11-30,9.0,9.0,8.46,8.74,8.66246458084,286921.0,140.0,2485443.0,239100.0,83.33,0.54,-0.26
2012-11-29,8.8,9.0,8.55,8.65,8.63432416488,713643.0,215.0,6161825.0,495669.0,69.46,0.45,-0.15
2012-11-27,8.7,8.9,8.5,8.76,8.73440508516,162040.0,134.0,1415323.0,115615.0,71.35,0.4,0.06
2012-11-26,8.75,8.75,8.51,8.66,8.63904677195,184384.0,146.0,1592902.0,148215.0,80.38,0.24,-0.09
2012-11-23,8.8,8.8,8.42,8.59,8.64112619667,231789.0,434.0,2002918.0,184840.0,79.74,0.38,-0.21
2012-11-22,8.7,8.7,8.28,8.61,8.48643999561,163938.0,106.0,1391250.0,163938.0,100.0,0.42,-0.09
2012-11-21,8.62,8.9,8.12,8.69,8.44802277501,195653.0,168.0,1652881.0,195653.0,100.0,0.78,0.07
2012-11-20,8.49,8.6,8.24,8.54,8.53652667929,89770.0,57.0,766324.0,89770.0,100.0,0.36,0.05
2012-11-19,8.39,8.53,8.07,8.49,8.37811421891,175365.0,87.0,1469228.0,175365.0,100.0,0.46,0.1
2012-11-16,8.1,8.44,8.07,8.42,8.32144534614,153292.0,61.0,1275611.0,153292.0,100.0,0.37,0.32
2012-11-15,8.6,8.6,8.25,8.49,8.4977201652,167556.0,121.0,1423844.0,167556.0,100.0,0.35,-0.11
2012-11-13,8.5,8.76,8.2,8.68,8.62349368397,61906.0,48.0,533846.0,61906.0,100.0,0.56,0.18
2012-11-12,8.47,8.47,8.06,8.39,8.26798776115,167336.0,108.0,1383532.0,167336.0,100.0,0.41,-0.08
2012-11-09,8.5,8.6,8.11,8.44,8.22964148188,207493.0,117.0,1707593.0,207493.0,100.0,0.49,-0.06
2012-11-08,8.48,8.6,8.2,8.53,8.49943481788,150394.0,100.0,1278264.0,150394.0,100.0,0.4,0.05
2012-11-07,8.45,8.46,8.19,8.44,8.39963374949,161638.0,77.0,1357700.0,161638.0,100.0,0.27,-0.01
2012-11-06,8.5,8.5,8.15,8.47,8.43151858438,185021.0,80.0,1560008.0,185021.0,100.0,0.35,-0.03
2012-11-05,8.5,8.5,8.04,8.45,8.36794495129,77604.0,52.0,649386.0,77604.0,100.0,0.46,-0.05
2012-11-02,8.5,8.5,8.01,8.45,8.29406037468,208498.0,107.0,1729295.0,208498.0,100.0,0.49,-0.05
2012-11-01,8.63,8.63,8.17,8.43,8.46511047162,84094.0,35.0,711865.0,84094.0,100.0,0.46,-0.2
2012-10-31,8.42,8.58,8.02,8.53,8.371487495,144982.0,82.0,1213715.0,144982.0,100.0,0.56,0.11
2012-10-30,8.45,8.5,8.02,8.42,8.33917805415,97695.0,44.0,814696.0,97695.0,100.0,0.48,-0.03
