Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
FTGC,First Trust Global Tactical Commodity Strategy Fund,First Trust Global Tactical Commodity Strategy Fund,G,N,N,100
FTHI,First Trust High Income ETF,First Trust High Income ETF,G,N,N,100
FTLB,First Trust Low Beta Income ETF,First Trust Low Beta Income ETF,G,N,N,100
FTNT,"Fortinet, Inc.","Fortinet, Inc. - Common Stock",Q,N,N,100
FTR,Frontier Communications Corporation,Frontier Communications Corporation - Common Stock,Q,N,N,100
FTSL,First Trust Senior Loan Fund ETF,First Trust Senior Loan Fund ETF,G,N,N,100
FTSM,First Trust Enhanced Short Maturity ETF,First Trust Enhanced Short Maturity ETF,G,N,N,100
FUEL,Rocket Fuel Inc.,Rocket Fuel Inc. - Common Stock,Q,N,N,100
FULL,Full Circle Capital Corporation,Full Circle Capital Corporation - Common Stock,G,N,N,100
FULLL,Full Circle Capital Corporation,Full Circle Capital Corporation - 8.25% Notes due 2020,G,N,N,100
FULT,Fulton Financial Corporation,Fulton Financial Corporation - Common Stock,Q,N,N,100
FUNC,First United Corporation,First United Corporation - Common Stock,Q,N,N,100
FUND,"Royce Focus Trust, Inc.","Royce Focus Trust, Inc. - Closed End Fund",Q,N,N,100
FV,First Trust Dorsey Wright Focus 5 ETF,First Trust Dorsey Wright Focus 5 ETF,G,N,N,100
FWM,Fairway Group Holdings Corp.,Fairway Group Holdings Corp. - Class A Common Stock,G,N,N,100
FWP,Forward Pharma A/S,Forward Pharma A/S - American Depositary Shares,Q,N,N,100
FWRD,Forward Air Corporation,Forward Air Corporation - Common Stock,Q,N,N,100
FXCB,"Fox Chase Bancorp, Inc.","Fox Chase Bancorp, Inc. - Common Stock",Q,N,N,100
FXEN,"FX Energy, Inc.","FX Energy, Inc. - Common Stock",Q,N,N,100
FXENP,"FX Energy, Inc.","FX Energy, Inc. - Series B Cumulative Convertible Preferred Stock",Q,N,N,100
GABC,"German American Bancorp, Inc.","German American Bancorp, Inc. - Common Stock",Q,N,N,100
GAI,Global,Global-Tech Advanced Innovations Inc. - Common Stock,G,N,N,100
GAIA,"Gaiam, Inc.","Gaiam, Inc. - Class A Common Stock",G,N,N,100
GAIN,Gladstone Investment Corporation,Gladstone Investment Corporation - Business Development Company,Q,N,N,100
GAINO,Gladstone Investment Corporation,Gladstone Investment Corporation - 6.75% Series B Cumulative Term Preferred Stock,Q,N,N,100
GAINP,Gladstone Investment Corporation,Gladstone Investment Corporation - 7.125% Series A Term Preferred Stock,Q,N,N,100
GALE,"Galena Biopharma, Inc.","Galena Biopharma, Inc. - Common Stock",S,N,N,100
GALT,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. - Common Stock,S,N,N,100
GALTU,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. - Units,S,N,N,100
GALTW,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. - Warrants,S,N,N,100
GAME,Shanda Games Limited,Shanda Games Limited - American Depositary Shares representing 2 Class A Ordinary Shares,Q,N,N,100
GARS,Garrison Capital Inc.,Garrison Capital Inc. - Common Stock,Q,N,N,100
GASS,"StealthGas, Inc.","StealthGas, Inc. - common stock",Q,N,N,100
GBCI,"Glacier Bancorp, Inc.","Glacier Bancorp, Inc. - Common Stock",Q,N,N,100
GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc. - Common Stock",Q,N,N,100
GBIM,"GlobeImmune, Inc.","GlobeImmune, Inc. - Common Stock",S,N,N,100
GBLI,Global Indemnity plc,Global Indemnity plc - Class A Common Shares,Q,N,N,100
GBNK,Guaranty Bancorp,Guaranty Bancorp - Common Stock,Q,N,N,100
GBSN,"Great Basin Scientific, Inc.","Great Basin Scientific, Inc. - Common Stock",S,N,N,100
GCBC,"Greene County Bancorp, Inc.","Greene County Bancorp, Inc. - Common Stock",S,N,N,100
GCVRZ,Sanofi,Sanofi - Contingent Value Right (Expiring 12/31/2020),G,N,N,100
GDEF,"Global Defense & National Security Systems, Inc.","Global Defense & National Security Systems, Inc. - Common Stock",S,N,D,100
GENC,Gencor Industries Inc.,Gencor Industries Inc. - Common Stock,G,N,N,100
GENE,Genetic Technologies Ltd,Genetic Technologies Ltd - American Depositary Shares representing 30 ordinary shares,S,N,D,100
GEOS,Geospace Technologies Corporation,Geospace Technologies Corporation - Common Stock,Q,N,N,100
GERN,Geron Corporation,Geron Corporation - Common Stock,Q,N,N,100
GEVA,Synageva BioPharma Corp.,Synageva BioPharma Corp. - Common Stock,Q,N,N,100
GEVO,"Gevo, Inc.","Gevo, Inc. - Common Stock",S,N,D,100
GFED,"Guaranty Federal Bancshares, Inc.","Guaranty Federal Bancshares, Inc. - Common Stock",G,N,N,100
GFN,General Finance Corporation,General Finance Corporation - Common Stock,G,N,N,100
GFNCP,General Finance Corporation,General Finance Corporation - Cumulative Redeemable Perpetual Preferred Series C,G,N,N,100
GFNSL,General Finance Corporation,General Finance Corporation - Senior Notes due 2021,G,N,N,100
GGAC,Garnero Group Acquisition Company,Garnero Group Acquisition Company - Ordinary Shares,S,N,N,100
GGACR,Garnero Group Acquisition Company,Garnero Group Acquisition Company - Rights expiring 6/25/2016,S,N,N,100
GGACU,Garnero Group Acquisition Company,Garnero Group Acquisition Company - Units,S,N,N,100
GGACW,Garnero Group Acquisition Company,Garnero Group Acquisition Company - Warrant expiring 6/24/2019,S,N,N,100
GGAL,Grupo Financiero Galicia S.A.,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",S,N,N,100
GHDX,"Genomic Health, Inc.","Genomic Health, Inc. - Common Stock",Q,N,N,100
GIFI,"Gulf Island Fabrication, Inc.","Gulf Island Fabrication, Inc. - Common Stock",Q,N,N,100
GIGA,Giga,Giga-tronics Incorporated - Common Stock,S,N,D,100
GIGM,GigaMedia Limited,GigaMedia Limited - Ordinary Shares,Q,N,N,100
GIII,G,"G-III Apparel Group, LTD. - Common Stock",Q,N,N,100
GILD,"Gilead Sciences, Inc.","Gilead Sciences, Inc. - Common Stock",Q,N,N,100
GILT,Gilat Satellite Networks Ltd.,Gilat Satellite Networks Ltd. - Ordinary Shares,Q,N,N,100
GK,"G&K Services, Inc.","G&K Services, Inc. - Class A Common Stock",Q,N,N,100
GKNT,"Geeknet, Inc.","Geeknet, Inc. - Common Stock",G,N,N,100
GLAD,Gladstone Capital Corporation,Gladstone Capital Corporation - Business Development Company,Q,N,N,100
GLADO,Gladstone Capital Corporation,"Gladstone Capital Corporation - Term Preferred Shares, 6.75% Series 2021",Q,N,N,100
GLBS,Globus Maritime Limited,Globus Maritime Limited - Common Stock,G,N,N,100
GLBZ,Glen Burnie Bancorp,Glen Burnie Bancorp - Common Stock,S,N,N,100
GLDC,"Golden Enterprises, Inc.","Golden Enterprises, Inc. - Common Stock",G,N,N,100
GLDD,Great Lakes Dredge & Dock Corporation,Great Lakes Dredge & Dock Corporation - Common Stock,Q,N,N,100
